,wgs-assembler.csv,nh3d.csv,jvcl.csv,blogentis.csv,m-m-m.csv,htmlunit.csv,emulemorph.csv
blogentis.csv,0.43,0.72,0.35,0.78,0.38,0.62,0.53
emulemorph.csv,0.83,0.0,0.93,0.0,0.0,0.89,0.8
htmlunit.csv,0.42,0.71,0.36,0.9,0.62,0.6,0.93
jvcl.csv,0.67,0.0,0.93,0.69,0.94,0.98,0.0
m-m-m.csv,0.61,0.49,0.4,0.46,0.63,0.42,0.81
nh3d.csv,0.0,0.75,0.5,0.0,0.0,0.0,0.0
wgs-assembler.csv,0.64,0.98,0.94,0.67,0.8,0.94,0.95
