,wgs-assembler.csv,nh3d.csv,jvcl.csv,blogentis.csv,m-m-m.csv,htmlunit.csv,emulemorph.csv
blogentis.csv,0.47,0.02,0.17,0.98,0.34,0.54,0.12
emulemorph.csv,0.04,0.0,0.06,0.0,0.04,0.04,0.91
htmlunit.csv,0.44,0.03,0.21,0.29,0.2,0.97,0.2
jvcl.csv,0.05,0.0,0.93,0.2,0.52,0.15,0.0
m-m-m.csv,0.43,0.02,0.15,0.37,1.0,0.45,0.0
nh3d.csv,0.0,1.0,0.0,0.0,0.0,0.0,0.0
wgs-assembler.csv,0.96,0.04,0.0,0.15,0.18,0.08,0.0
