,gpsmid.csv,emftriple.csv,fluent-nhibernate.csv,columba.csv
columba.csv,0.71,0.05,0.17,0.54
emftriple.csv,0.42,0.37,0.0,0.41
fluent-nhibernate.csv,0.78,0.0,0.35,0.62
gpsmid.csv,0.85,0.07,0.2,0.35
