,pclasses.csv,re2c.csv,psrchive.csv,liferea.csv,log4net.csv,jmol.csv,tycho.csv,xfce.csv,adobe-source.csv,ibatisdb.csv
adobe-source.csv,1.0,0.0,2.0,56.0,55.0,0.0,0.0,1.0,1.0,17.0
ibatisdb.csv,0.0,56.0,22.0,6.0,15.0,0.0,0.0,0.0,19.0,1.0
jmol.csv,7.0,0.0,28.0,2.0,58.0,0.0,0.0,1.0,12.0,17.0
liferea.csv,0.0,20.0,9.0,0.0,18.0,1.0,2.0,0.0,13.0,8.0
log4net.csv,0.0,0.0,1.0,5.0,4.0,1.0,1.0,4.0,3.0,3.0
pclasses.csv,2.0,56.0,0.0,1.0,24.0,0.0,2.0,0.0,9.0,11.0
psrchive.csv,5.0,0.0,0.0,11.0,3.0,0.0,0.0,1.0,3.0,15.0
re2c.csv,0.0,0.0,16.0,4.0,50.0,0.0,0.0,1.0,13.0,11.0
tycho.csv,1.0,0.0,0.0,4.0,19.0,0.0,0.0,0.0,3.0,46.0
xfce.csv,4.0,14.0,0.0,3.0,39.0,0.0,1.0,0.0,15.0,24.0
