,owlib.csv,xharbour.csv,prelude.csv,graphmak.csv,octave.csv,checker-framework.csv,zengine.csv,zildo.csv,opengs.csv,tokratan.csv,jmol.csv,minig.csv,moving-pictures.csv,zabbix.csv,xfce.csv,ngl.csv,mesa3d.csv,nunit.csv,elvishrayrenderer.csv
checker-framework.csv,0.48,0.06,0.0,0.44,0.09,0.85,0.05,0.16,0.37,0.4,0.74,0.35,0.79,0.42,0.32,0.34,0.19,0.4,0.38
elvishrayrenderer.csv,0.68,0.56,1.0,0.76,0.68,0.77,0.61,0.73,0.8,0.73,0.95,0.65,0.82,0.29,0.74,0.64,0.68,0.75,0.94
graphmak.csv,0.06,0.01,0.0,1.0,0.09,0.15,0.03,0.18,0.15,0.27,0.14,0.02,0.18,0.17,0.22,0.17,0.19,0.05,0.09
jmol.csv,0.56,0.92,1.0,0.76,0.45,0.69,0.76,0.8,0.39,0.6,1.0,0.67,0.68,0.42,0.57,0.64,0.78,0.72,0.76
mesa3d.csv,0.19,0.11,0.45,0.32,0.32,0.46,0.37,0.34,0.52,0.4,0.53,0.46,0.29,0.25,0.21,0.2,0.8,0.38,0.26
minig.csv,0.5,0.44,0.33,0.76,0.45,0.62,0.24,0.75,0.69,0.53,0.56,0.96,0.43,0.45,0.58,0.61,0.42,0.6,0.56
moving-pictures.csv,0.57,0.98,0.1,0.68,0.68,0.77,0.68,0.73,0.65,0.6,0.42,0.72,0.96,0.92,0.23,0.75,0.26,0.55,0.53
ngl.csv,0.43,0.48,0.33,0.8,0.55,0.46,0.29,0.7,0.31,0.6,0.6,0.52,0.46,0.4,0.62,0.98,0.7,0.6,0.68
nunit.csv,0.15,0.2,0.36,0.56,0.14,0.54,0.13,0.59,0.26,0.53,0.39,0.39,0.36,0.18,0.36,0.1,0.46,0.9,0.03
octave.csv,0.63,0.25,0.64,0.6,0.91,0.54,0.29,0.5,0.0,0.33,0.56,0.52,0.29,0.26,0.3,0.35,0.32,0.65,0.44
opengs.csv,0.13,0.1,0.0,0.48,0.5,0.38,0.08,0.3,0.98,0.53,0.29,0.26,0.43,0.17,0.48,0.05,0.35,0.5,0.21
owlib.csv,0.97,0.72,0.5,0.64,0.45,0.62,0.39,0.57,0.5,0.6,0.67,0.48,0.79,0.29,0.43,0.46,0.62,0.5,0.53
prelude.csv,0.95,0.99,1.0,0.88,1.0,1.0,0.89,0.93,1.0,0.8,0.95,0.93,0.93,0.75,0.9,0.9,0.91,0.95,0.97
tokratan.csv,0.48,0.56,0.74,0.08,0.82,0.46,0.13,0.52,0.06,0.67,0.32,0.26,0.18,0.23,0.78,0.44,0.8,0.1,0.53
xfce.csv,0.76,0.68,0.55,0.84,0.36,0.85,0.55,0.82,0.85,0.93,0.79,0.67,0.61,0.58,0.95,0.76,0.57,0.72,0.62
xharbour.csv,0.86,0.99,0.38,0.8,0.36,0.77,0.71,0.89,0.96,0.93,0.7,0.74,0.71,0.83,0.82,0.76,0.8,0.82,0.82
zabbix.csv,0.76,0.93,0.9,0.84,0.73,0.85,0.97,0.95,0.8,0.93,0.84,0.83,0.82,1.0,0.81,0.87,0.87,0.9,0.94
zengine.csv,0.97,0.98,0.86,1.0,0.82,0.69,1.0,0.98,0.96,1.0,0.95,0.91,0.93,0.85,0.83,0.81,0.9,0.92,0.91
zildo.csv,0.64,0.77,0.43,0.64,0.41,0.62,0.47,1.0,0.09,0.47,0.46,0.48,0.32,0.37,0.55,0.6,0.59,0.48,0.62
