,owlib.csv,xharbour.csv,prelude.csv,graphmak.csv,octave.csv,checker-framework.csv,zengine.csv,zildo.csv,opengs.csv,tokratan.csv,jmol.csv,minig.csv,moving-pictures.csv,zabbix.csv,xfce.csv,ngl.csv,mesa3d.csv,nunit.csv,elvishrayrenderer.csv
checker-framework.csv,0.41,0.11,0.0,0.46,0.13,0.92,0.1,0.26,0.4,0.33,0.78,0.4,0.59,0.31,0.45,0.44,0.17,0.36,0.51
elvishrayrenderer.csv,0.49,0.69,0.88,0.49,0.26,0.33,0.7,0.59,0.55,0.19,0.88,0.51,0.56,0.33,0.75,0.61,0.33,0.37,0.97
graphmak.csv,0.11,0.02,0.0,1.0,0.15,0.24,0.05,0.29,0.24,0.22,0.23,0.04,0.28,0.17,0.36,0.27,0.21,0.07,0.16
jmol.csv,0.5,0.89,0.88,0.51,0.25,0.44,0.83,0.64,0.4,0.37,1.0,0.56,0.56,0.5,0.65,0.59,0.35,0.42,0.74
mesa3d.csv,0.27,0.19,0.6,0.31,0.26,0.29,0.47,0.43,0.49,0.14,0.65,0.47,0.35,0.38,0.29,0.29,0.85,0.28,0.37
minig.csv,0.54,0.59,0.5,0.56,0.29,0.31,0.37,0.69,0.59,0.28,0.69,0.97,0.48,0.48,0.68,0.64,0.34,0.37,0.6
moving-pictures.csv,0.48,0.89,0.16,0.47,0.33,0.3,0.72,0.56,0.52,0.17,0.55,0.43,0.98,0.59,0.35,0.67,0.25,0.28,0.58
ngl.csv,0.44,0.63,0.49,0.58,0.26,0.24,0.41,0.68,0.35,0.24,0.69,0.5,0.46,0.33,0.7,0.99,0.38,0.38,0.72
nunit.csv,0.24,0.33,0.52,0.42,0.13,0.28,0.23,0.61,0.33,0.16,0.53,0.39,0.41,0.31,0.5,0.16,0.39,0.94,0.06
octave.csv,0.55,0.37,0.75,0.48,0.95,0.23,0.45,0.51,0.0,0.22,0.66,0.46,0.36,0.37,0.43,0.44,0.27,0.33,0.54
opengs.csv,0.21,0.19,0.0,0.52,0.34,0.45,0.13,0.39,0.98,0.36,0.43,0.31,0.46,0.28,0.6,0.09,0.27,0.47,0.33
owlib.csv,0.99,0.79,0.66,0.56,0.26,0.3,0.5,0.58,0.45,0.35,0.77,0.52,0.75,0.44,0.53,0.55,0.34,0.31,0.58
prelude.csv,0.58,0.9,1.0,0.51,0.3,0.37,0.84,0.65,0.61,0.2,0.88,0.54,0.64,0.47,0.8,0.69,0.38,0.38,0.8
tokratan.csv,0.43,0.7,0.82,0.14,0.43,0.4,0.22,0.6,0.09,0.77,0.44,0.31,0.26,0.34,0.74,0.51,0.33,0.11,0.6
xfce.csv,0.52,0.74,0.66,0.55,0.2,0.51,0.64,0.63,0.59,0.26,0.79,0.46,0.52,0.43,0.96,0.61,0.31,0.35,0.66
xharbour.csv,0.54,0.99,0.52,0.47,0.21,0.33,0.78,0.63,0.62,0.21,0.76,0.49,0.61,0.58,0.77,0.63,0.38,0.35,0.72
zabbix.csv,0.59,0.88,0.84,0.5,0.28,0.36,0.89,0.67,0.58,0.22,0.85,0.55,0.68,1.0,0.76,0.66,0.34,0.36,0.8
zengine.csv,0.56,0.9,0.87,0.53,0.42,0.39,1.0,0.68,0.6,0.23,0.88,0.53,0.63,0.51,0.78,0.66,0.39,0.35,0.77
zildo.csv,0.57,0.84,0.57,0.46,0.32,0.52,0.63,1.0,0.15,0.34,0.59,0.51,0.38,0.51,0.65,0.6,0.38,0.35,0.68
