,flylinkdc.csv,vdsf.csv,nuttx.csv,dvt.csv,ldview.csv,fw4spl.csv,ctrlr.csv,ipfire-wall.csv,uclmda.csv,jruby.csv,oorexx.csv,fulguro.csv
ctrlr.csv,0.16,0.0,0.0,0.02,0.14,0.0,0.95,0.22,0.15,0.02,0.03,0.09
dvt.csv,0.19,0.19,0.15,0.98,0.19,0.15,0.19,0.17,0.47,0.36,0.39,0.09
flylinkdc.csv,0.97,0.47,0.23,0.33,0.29,0.48,0.19,0.61,0.26,0.35,0.36,0.55
fulguro.csv,0.22,0.16,0.49,0.17,0.19,0.12,0.29,0.39,0.07,0.06,0.14,0.91
fw4spl.csv,0.19,0.15,0.58,0.5,0.62,0.92,0.71,0.28,0.83,0.24,0.25,0.36
ipfire-wall.csv,0.22,0.55,0.3,0.33,0.05,0.33,0.24,0.94,0.12,0.23,0.25,0.55
jruby.csv,0.27,1.0,0.98,0.64,0.33,0.69,0.62,0.39,0.92,1.0,0.14,0.55
ldview.csv,0.65,0.42,0.45,0.52,0.95,0.56,0.14,0.83,0.56,0.39,0.67,0.64
nuttx.csv,0.86,0.8,1.0,0.6,0.52,0.79,0.1,0.72,0.26,0.88,0.81,0.45
oorexx.csv,0.57,0.24,0.18,0.33,0.67,0.6,0.19,0.44,0.13,0.33,0.94,0.64
uclmda.csv,0.35,0.14,0.33,0.0,0.57,0.15,0.29,0.22,1.0,0.03,0.0,0.09
vdsf.csv,0.95,0.87,0.28,0.86,0.86,0.19,1.0,0.89,0.82,0.83,0.89,1.0
