,flylinkdc.csv,vdsf.csv,nuttx.csv,dvt.csv,ldview.csv,fw4spl.csv,ctrlr.csv,ipfire-wall.csv,uclmda.csv,jruby.csv,oorexx.csv,fulguro.csv
ctrlr.csv,0.22,0.0,0.0,0.04,0.2,0.0,0.93,0.25,0.27,0.05,0.05,0.09
dvt.csv,0.18,0.11,0.25,0.96,0.22,0.11,0.21,0.23,0.63,0.51,0.44,0.05
flylinkdc.csv,0.97,0.21,0.36,0.32,0.35,0.26,0.17,0.54,0.41,0.5,0.46,0.25
fulguro.csv,0.26,0.2,0.61,0.15,0.27,0.1,0.25,0.48,0.14,0.11,0.23,0.95
fw4spl.csv,0.15,0.19,0.67,0.35,0.42,0.94,0.44,0.21,0.89,0.37,0.33,0.16
ipfire-wall.csv,0.3,0.24,0.43,0.37,0.07,0.2,0.24,0.97,0.21,0.36,0.33,0.33
jruby.csv,0.26,0.16,0.9,0.53,0.29,0.21,0.32,0.41,0.95,0.99,0.22,0.24
ldview.csv,0.4,0.18,0.57,0.31,0.98,0.22,0.15,0.6,0.71,0.54,0.61,0.21
nuttx.csv,0.5,0.13,1.0,0.47,0.52,0.25,0.09,0.52,0.4,0.88,0.76,0.18
oorexx.csv,0.38,0.16,0.29,0.31,0.56,0.3,0.16,0.37,0.22,0.47,0.96,0.25
uclmda.csv,0.35,0.15,0.48,0.0,0.53,0.16,0.41,0.21,1.0,0.06,0.0,0.09
vdsf.csv,0.45,0.81,0.41,0.45,0.53,0.16,0.43,0.46,0.89,0.85,0.71,0.22
