,kmatplot.csv,dynalloy.csv,applet2app.csv,cities3d.csv,genecys.csv,xemeiah.csv,ossbuild.csv,nabu-library.csv,modplug.csv,enzo.csv,xined.csv,nebuladevice.csv,autowikibrowser.csv,biodwh.csv,natpad.csv
applet2app.csv,0.75,0.52,0.64,0.77,0.72,0.55,0.19,0.44,0.6,0.73,0.68,0.53,0.7,0.67,0.74
autowikibrowser.csv,0.78,0.51,0.66,0.62,0.53,0.55,0.26,0.58,0.6,0.64,0.58,0.63,0.69,0.74,0.68
biodwh.csv,0.61,0.61,0.51,0.63,0.55,0.58,0.31,0.16,0.57,0.42,0.51,0.43,0.44,0.76,0.62
cities3d.csv,0.42,0.35,0.56,0.7,0.02,0.12,0.0,0.09,0.16,0.15,0.0,0.57,0.48,0.56,0.0
dynalloy.csv,0.42,0.83,0.53,0.63,0.37,0.61,0.65,0.23,0.51,0.37,0.2,0.36,0.58,0.65,0.59
enzo.csv,0.53,0.53,0.45,0.24,0.35,0.4,0.32,0.89,0.17,0.84,0.09,0.43,0.24,0.27,0.48
genecys.csv,0.5,0.44,0.56,0.66,0.72,0.51,0.21,0.4,0.17,0.17,0.48,0.32,0.47,0.27,0.3
kmatplot.csv,0.76,0.39,0.59,0.73,0.02,0.04,0.15,0.13,0.11,0.0,0.35,0.17,0.48,0.5,0.55
modplug.csv,0.33,0.53,0.55,0.38,0.38,0.43,0.13,0.2,0.77,0.47,0.41,0.58,0.09,0.58,0.64
nabu-library.csv,0.57,0.48,0.35,0.1,0.06,0.68,0.47,0.84,0.67,0.35,0.34,0.0,0.3,0.2,0.54
natpad.csv,0.79,0.61,0.56,0.72,0.66,0.72,0.09,0.16,0.7,0.45,0.68,0.43,0.71,0.67,0.67
nebuladevice.csv,0.32,0.33,0.47,0.19,0.12,0.24,0.0,0.39,0.09,0.0,0.0,0.63,0.31,0.1,0.0
ossbuild.csv,0.55,0.71,0.51,0.67,0.51,0.6,0.78,0.27,0.33,0.2,0.74,0.09,0.64,0.37,0.42
xemeiah.csv,0.64,0.37,0.62,0.77,0.68,0.77,0.52,0.39,0.67,0.41,0.62,0.37,0.47,0.27,0.76
xined.csv,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0
