,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,bdbbasic.csv,echongl.csv,pgui.csv,ffigo.csv,gstreamer.csv,metacosm.csv
aufs.csv,0.67,0.97,0.68,0.78,0.67,0.51,0.88,0.0,0.89,0.53,0.67,0.78,0.95,0.75
bdbbasic.csv,0.44,0.82,0.64,0.39,0.58,0.35,0.5,0.8,0.48,0.31,0.92,0.38,0.97,0.55
echongl.csv,0.5,0.95,0.47,0.43,0.44,0.44,0.92,0.6,0.44,0.36,0.74,0.4,0.6,0.62
etherboot.csv,0.5,0.91,0.0,0.0,0.59,0.83,0.0,0.59,0.71,0.0,0.49,0.0,0.0,0.39
ffigo.csv,0.89,0.9,0.66,0.64,0.55,0.55,0.75,0.5,0.59,0.56,0.5,0.38,0.92,0.5
freebios.csv,0.56,0.96,0.68,0.62,0.71,0.94,0.62,0.82,0.67,0.59,0.7,0.52,0.99,0.9
gebr.csv,0.39,0.38,0.37,0.42,0.4,0.46,0.39,0.44,0.39,0.29,0.39,0.36,0.37,0.4
gnukeda.csv,0.47,0.68,0.63,0.53,0.48,0.48,0.65,0.61,0.83,0.66,0.95,0.94,0.9,0.43
gstreamer.csv,0.42,0.41,0.57,0.48,0.44,0.45,0.46,0.45,0.38,0.34,0.39,0.41,0.41,0.41
jnode.csv,0.5,0.6,0.84,0.58,0.83,0.75,0.9,0.79,0.88,0.92,0.95,0.91,0.95,0.67
metacosm.csv,0.91,0.85,0.71,0.82,0.92,0.74,0.93,0.64,0.86,0.57,0.76,0.57,0.98,0.43
openmeetings.csv,0.53,0.58,0.53,0.78,0.42,0.38,0.5,0.56,0.71,0.37,0.42,0.43,0.54,0.38
pgui.csv,0.51,0.39,0.0,0.51,0.44,0.44,0.67,0.54,0.4,0.93,0.58,0.0,0.0,0.41
wxcrp.csv,0.44,0.43,0.43,0.5,0.41,0.51,0.42,0.46,0.4,0.32,0.4,0.4,0.39,0.47
