,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,pydev.csv,mecat.csv,emite.csv,fluent-nhibernate.csv,uface.csv,cme.csv
boost-sandbox.csv,0.08,0.15,0.46,0.26,0.49,0.22,0.73,0.38,0.43,0.44,0.06,0.61,0.25,0.56,0.0
bscwweasel.csv,0.06,0.0,0.34,0.45,0.53,0.31,0.48,0.38,0.38,0.44,0.11,0.24,0.29,0.67,0.0
capcode.csv,0.06,0.2,0.4,0.24,0.37,0.45,0.61,0.46,0.46,0.45,0.06,0.47,0.29,0.68,0.05
cme.csv,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.04,0.08,0.0,0.4,0.0,0.0,0.0,0.91
emite.csv,0.7,0.12,0.37,0.2,0.6,0.14,0.2,0.26,0.24,0.44,0.2,0.66,0.13,0.33,0.16
fluent-nhibernate.csv,0.11,0.18,0.43,0.3,0.6,0.32,0.66,0.27,0.48,0.47,0.1,0.56,0.52,0.51,0.0
lamp.csv,0.6,0.35,0.4,0.24,0.49,0.21,0.82,0.44,0.38,0.57,0.09,0.35,0.29,0.71,0.25
mecat.csv,0.0,0.11,0.13,0.0,0.27,0.14,0.0,0.19,0.0,0.27,0.46,0.0,0.26,0.0,0.36
nodal.csv,0.04,0.2,0.47,0.25,0.37,0.29,0.04,0.31,0.65,0.55,0.11,0.36,0.42,0.65,0.18
pydev.csv,0.65,0.22,0.41,0.22,0.46,0.27,0.52,0.41,0.42,0.67,0.11,0.48,0.25,0.76,0.19
retromenu.csv,0.2,0.24,0.37,0.28,0.73,0.27,0.48,0.18,0.33,0.35,0.07,0.22,0.21,0.3,0.0
smbopensoft.csv,0.82,0.18,0.34,0.19,0.37,0.17,0.73,0.24,0.45,0.4,0.06,0.58,0.24,0.77,0.18
stuproa-cims.csv,0.0,0.22,0.42,0.3,0.54,0.31,0.04,0.57,0.32,0.51,0.18,0.39,0.36,0.79,0.18
thout.csv,0.4,0.17,0.54,0.28,0.44,0.26,0.85,0.4,0.43,0.38,0.1,0.58,0.25,0.74,0.21
uface.csv,0.66,0.18,0.36,0.27,0.54,0.25,0.84,0.36,0.41,0.49,0.12,0.53,0.19,0.95,0.16
