,etics.csv,arianne.csv,linuxsh.csv,openmeetings.csv,scite-ru.csv,ifmo-game-1.csv,mvdsv.csv,plato.csv,flexpay.csv,vrjuggler.csv,projecteqemu.csv,uclmda.csv,jcl.csv,chrysalis.csv
arianne.csv,0.57,0.52,0.46,0.81,0.49,0.71,0.43,0.46,0.54,0.59,0.83,0.28,0.72,0.56
chrysalis.csv,0.69,0.97,0.5,0.93,0.86,0.67,0.5,0.77,0.96,0.47,0.89,0.0,0.62,0.88
etics.csv,0.67,0.76,0.76,0.55,0.55,0.71,0.56,0.53,0.6,0.41,0.61,0.48,0.5,0.81
flexpay.csv,0.72,0.45,0.83,0.71,0.58,0.88,0.88,0.58,0.99,0.42,0.91,0.5,0.89,0.94
ifmo-game-1.csv,0.0,0.94,0.0,0.92,0.94,0.86,0.0,0.8,0.8,0.89,0.92,0.0,0.96,0.94
jcl.csv,0.0,0.96,0.83,0.93,0.5,0.93,0.8,0.8,0.94,0.5,0.83,0.0,0.93,0.0
linuxsh.csv,0.58,0.88,0.9,0.96,0.93,0.91,0.83,0.82,0.95,0.94,0.86,0.75,0.94,0.87
mvdsv.csv,0.5,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.67,0.0,0.91,0.0
openmeetings.csv,0.6,0.95,0.63,0.95,0.52,0.61,0.75,0.67,0.74,0.91,0.44,0.3,0.62,0.66
plato.csv,0.5,0.41,0.71,0.41,0.48,0.55,0.94,0.44,0.43,0.53,0.38,0.35,0.52,0.56
projecteqemu.csv,0.6,0.92,0.66,0.91,0.92,0.95,0.53,0.86,0.98,0.75,0.57,0.8,0.4,0.97
scite-ru.csv,0.49,0.42,0.0,0.5,0.67,0.48,0.83,0.58,0.54,0.43,0.54,0.9,0.66,0.56
uclmda.csv,0.69,0.74,0.44,0.77,0.31,0.93,0.5,0.62,0.57,0.92,0.5,0.26,0.5,0.59
vrjuggler.csv,0.42,0.41,0.69,0.4,0.65,0.55,0.7,0.42,0.5,0.94,0.63,0.28,0.44,0.55
