,etics.csv,arianne.csv,linuxsh.csv,openmeetings.csv,scite-ru.csv,ifmo-game-1.csv,mvdsv.csv,plato.csv,flexpay.csv,vrjuggler.csv,projecteqemu.csv,uclmda.csv,jcl.csv,chrysalis.csv
arianne.csv,0.45,0.01,0.96,0.13,0.56,0.49,0.86,0.5,0.52,0.63,0.29,0.33,0.38,0.42
chrysalis.csv,0.17,0.13,0.02,0.08,0.1,0.04,0.03,0.25,0.05,0.37,0.02,0.0,0.41,0.0
etics.csv,0.0,0.15,0.31,0.23,0.29,0.17,0.22,0.25,0.24,0.54,0.07,0.67,0.32,0.13
flexpay.csv,0.52,0.82,0.09,0.47,0.38,0.1,0.13,0.62,0.0,0.78,0.36,0.33,0.25,0.08
ifmo-game-1.csv,0.0,0.1,0.0,0.09,0.23,0.0,0.02,0.25,0.0,0.1,0.18,0.0,0.23,0.12
jcl.csv,0.0,0.12,0.07,0.08,0.0,0.17,0.08,0.12,0.02,0.02,0.11,0.0,0.0,0.0
linuxsh.csv,0.55,0.22,0.0,0.16,0.23,0.27,0.1,0.5,0.2,0.29,0.33,0.0,0.15,0.17
mvdsv.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.09,0.0
openmeetings.csv,0.1,0.04,0.29,0.0,0.27,0.26,0.22,0.25,0.17,0.14,0.33,0.33,0.22,0.19
plato.csv,0.76,0.81,0.2,0.75,0.65,0.74,0.22,0.12,0.86,0.44,0.6,0.67,0.71,0.79
projecteqemu.csv,0.21,0.06,0.45,0.03,0.19,0.25,0.51,0.25,0.12,0.05,0.0,0.17,0.49,0.18
scite-ru.csv,0.67,0.88,0.0,0.8,0.02,0.51,0.03,0.75,0.72,0.81,0.27,0.67,0.56,0.83
uclmda.csv,0.6,0.21,0.49,0.19,0.83,0.18,0.48,0.38,0.34,0.17,0.31,0.0,0.34,0.25
vrjuggler.csv,0.88,0.92,0.4,0.98,0.4,0.75,0.48,1.0,0.77,0.0,0.44,0.83,0.83,0.82
