,etics.csv,arianne.csv,linuxsh.csv,openmeetings.csv,scite-ru.csv,ifmo-game-1.csv,mvdsv.csv,plato.csv,flexpay.csv,vrjuggler.csv,projecteqemu.csv,uclmda.csv,jcl.csv,chrysalis.csv
arianne.csv,0.55,0.03,0.97,0.56,0.77,0.65,0.92,0.69,0.69,0.76,0.78,0.36,0.81,0.64
chrysalis.csv,0.56,0.84,0.91,0.82,0.91,1.0,1.0,0.78,0.94,0.62,0.78,1.0,0.7,0.11
etics.csv,0.08,0.75,0.71,0.55,0.73,0.87,0.4,0.73,0.68,0.7,0.59,0.91,0.85,0.72
flexpay.csv,0.93,0.85,0.91,0.76,0.81,1.01,1.01,0.73,0.12,0.78,0.91,1.05,0.82,0.82
ifmo-game-1.csv,1.0,0.94,1.0,0.96,0.84,0.0,1.0,0.96,0.97,0.82,0.88,1.0,0.89,0.97
jcl.csv,1.0,0.9,0.82,0.87,0.9,0.73,1.0,0.91,0.9,0.94,0.65,1.0,0.0,1.0
linuxsh.csv,0.67,0.76,0.09,0.79,0.89,0.9,1.0,0.76,0.77,0.98,0.87,0.98,0.8,0.72
mvdsv.csv,0.85,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.94,1.0,0.86,1.0
openmeetings.csv,0.55,0.84,0.78,0.0,0.72,0.63,0.7,0.87,0.76,0.82,0.53,0.41,0.54,0.59
plato.csv,0.85,0.83,0.75,0.82,0.73,0.94,0.7,0.12,0.89,0.58,0.66,0.71,0.79,0.83
projecteqemu.csv,0.58,0.93,0.58,0.68,0.88,0.76,0.51,0.92,0.85,0.94,0.03,0.99,0.51,0.8
scite-ru.csv,0.73,0.89,0.91,0.9,0.19,0.58,0.33,0.8,0.78,0.85,0.72,1.03,0.75,0.87
uclmda.csv,0.91,0.77,0.61,0.79,0.83,0.88,0.48,0.85,0.69,0.89,0.64,0.01,0.61,0.68
vrjuggler.csv,0.88,0.93,0.75,0.98,0.66,0.77,1.11,1.0,0.82,0.0,0.85,0.84,0.85,0.89
