,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv,mumble.csv,t-2.csv,geochat.csv
adaptagrams.csv,0.0,0.05,0.18,0.21,0.1,0.05,0.27,0.13
aime.csv,0.0,1.0,0.55,0.37,0.01,0.85,0.81,0.5
badtrinitycore.csv,0.0,0.0,0.05,0.0,0.16,0.05,0.33,0.02
electric-core.csv,0.17,0.55,0.0,0.67,0.4,0.38,0.38,0.43
geochat.csv,0.21,0.15,0.21,0.14,0.28,0.18,0.11,0.0
mumble.csv,0.17,0.25,0.22,0.16,0.13,0.02,0.08,0.13
olsrd.csv,0.75,0.0,0.68,0.7,0.65,0.63,0.5,0.55
t-2.csv,0.21,0.35,0.22,0.28,0.38,0.43,0.0,0.52
