,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv,mumble.csv,t-2.csv,geochat.csv
adaptagrams.csv,0.98,0.77,0.37,0.18,0.32,0.4,0.18,0.13
aime.csv,0.27,0.87,0.45,0.38,0.85,0.32,0.14,0.24
badtrinitycore.csv,0.42,0.32,0.2,0.99,0.15,0.0,0.06,0.0
electric-core.csv,0.42,0.69,0.95,0.19,0.26,0.31,0.14,0.31
geochat.csv,0.18,0.42,0.2,0.19,0.17,0.15,0.07,0.98
mumble.csv,0.72,0.62,0.29,0.09,0.0,0.96,0.25,0.24
olsrd.csv,0.74,0.98,0.38,0.21,0.34,0.43,0.17,0.35
t-2.csv,0.28,0.3,0.25,0.15,0.3,0.17,0.97,0.31
