,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv,mumble.csv,t-2.csv,geochat.csv
adaptagrams.csv,0.96,0.63,0.37,0.26,0.29,0.28,0.3,0.1
aime.csv,0.15,1.0,0.88,0.89,0.79,0.6,0.52,0.37
badtrinitycore.csv,0.27,0.19,0.13,0.98,0.14,0.0,0.11,0.0
electric-core.csv,0.31,0.62,0.91,0.66,0.43,0.36,0.27,0.43
geochat.csv,0.12,0.28,0.2,0.21,0.21,0.12,0.06,0.97
mumble.csv,0.65,0.49,0.31,0.11,0.0,0.96,0.22,0.2
olsrd.csv,1.0,0.96,0.83,0.77,0.86,0.72,0.44,0.6
t-2.csv,0.19,0.19,0.26,0.26,0.5,0.2,0.94,0.5
