,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv,mumble.csv,t-2.csv,geochat.csv
adaptagrams.csv,0.79,0.94,0.48,0.27,0.26,0.41,0.08,0.25
aime.csv,0.51,0.77,0.13,0.0,0.34,0.4,0.07,0.33
badtrinitycore.csv,0.0,0.0,0.3,0.36,0.18,0.49,0.22,0.38
electric-core.csv,0.6,0.84,0.41,0.19,0.18,0.34,0.13,0.27
geochat.csv,0.58,0.77,0.15,0.04,0.19,0.4,0.1,0.43
mumble.csv,0.54,0.83,0.19,0.29,0.27,0.6,0.13,0.28
olsrd.csv,0.58,0.92,0.29,0.18,0.2,0.37,0.17,0.3
t-2.csv,0.6,0.9,0.21,0.14,0.17,0.37,0.32,0.24
