,gtad.csv,wgs-assembler.csv,nh3d.csv,jvcl.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,scen-connect.csv,htmlunit.csv,jaxen.csv,emulemorph.csv,jsr308-langtools.csv,continuum-ide.csv,motu.csv,anaxagora.csv,carabiner.csv,free-evolution.csv,jfreechart.csv
anaxagora.csv,1.02,0.84,0.68,0.94,0.82,0.96,0.73,0.79,0.54,0.13,0.82,0.65,0.34,0.6,0.72,0.61,0.1,0.71,0.81,1.06
blogentis.csv,0.67,0.91,1.01,0.61,1.01,0.61,0.04,0.68,1.04,0.69,0.74,0.86,0.89,0.4,0.73,0.86,0.68,0.75,1.01,1.04
carabiner.csv,0.61,0.67,0.93,0.91,0.57,0.48,0.48,0.83,0.86,0.51,0.62,0.64,0.72,0.46,0.72,0.59,0.75,0.05,0.55,0.54
continuum-ide.csv,1.0,0.82,0.75,0.81,1.07,0.85,0.67,0.93,0.9,0.25,0.69,0.81,0.85,0.7,0.06,0.81,0.8,0.78,0.86,1.02
emulemorph.csv,1.0,0.83,1.0,0.89,0.98,1.04,0.88,0.79,0.91,1.0,0.98,1.0,0.17,1.0,1.0,1.01,0.95,0.96,0.98,1.0
free-evolution.csv,0.56,0.79,1.02,0.65,0.84,0.73,0.59,0.9,0.8,1.01,0.72,0.4,0.86,0.42,0.52,0.42,0.75,0.66,0.09,1.3
gtad.csv,0.0,0.9,1.0,1.0,0.96,0.55,0.85,1.0,1.0,0.28,0.94,1.0,1.0,0.83,0.96,0.3,0.81,0.91,1.0,1.0
htmlunit.csv,1.04,0.72,0.69,0.58,0.76,0.65,0.64,0.87,0.72,0.95,0.05,0.41,0.55,0.51,0.65,0.89,0.89,0.92,0.91,1.03
jaxen.csv,0.81,0.83,1.0,0.72,0.88,0.74,0.72,0.98,0.41,1.04,0.83,0.01,0.55,0.7,0.71,0.85,0.89,0.91,0.88,1.0
jsr308-langtools.csv,0.6,0.75,0.88,0.73,0.49,0.44,0.55,0.87,0.63,1.01,0.74,0.43,1.02,0.0,0.75,0.62,0.66,0.83,0.63,1.04
jvcl.csv,1.0,1.0,1.0,0.06,1.0,1.0,0.89,1.0,1.0,1.0,0.98,0.82,1.0,1.0,1.0,1.0,1.02,1.0,1.0,1.01
kaffeine.csv,1.06,1.0,1.0,0.99,0.09,0.57,0.69,0.65,0.81,0.97,0.7,0.72,0.95,0.97,1.0,0.87,0.79,0.52,0.98,0.84
m-m-m.csv,0.62,0.73,1.0,0.99,0.73,0.84,0.94,0.0,0.81,0.62,0.96,1.0,0.81,1.01,0.9,0.56,0.89,0.98,0.86,0.73
motu.csv,0.51,0.73,0.68,0.86,0.92,0.82,0.62,0.83,1.0,1.0,0.64,0.63,1.0,0.51,0.81,0.15,0.81,0.91,0.97,1.02
nh3d.csv,1.0,0.97,0.0,0.65,0.88,0.56,0.73,1.0,0.13,0.3,0.73,0.23,0.53,0.65,0.66,0.63,0.71,0.87,0.76,1.01
sarasvati.csv,0.1,0.97,1.0,0.81,0.94,0.0,0.96,0.92,0.8,1.0,0.95,0.81,1.0,0.95,0.94,0.85,0.81,0.95,0.91,1.0
taokgame.csv,0.52,1.0,1.0,0.88,0.88,0.91,0.85,0.98,0.0,1.01,0.97,0.81,0.56,0.84,0.83,0.93,0.79,0.96,0.82,1.0
wgs-assembler.csv,1.01,0.08,0.19,0.89,1.0,0.76,0.76,0.88,0.82,0.23,0.88,0.58,0.87,0.84,0.85,0.57,0.68,0.92,0.72,0.34
