,gtad.csv,wgs-assembler.csv,nh3d.csv,jvcl.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,scen-connect.csv,htmlunit.csv,jaxen.csv,emulemorph.csv,jsr308-langtools.csv,continuum-ide.csv,motu.csv,anaxagora.csv,carabiner.csv,free-evolution.csv,jfreechart.csv
anaxagora.csv,0.0,0.18,0.5,0.81,0.18,0.09,0.29,0.22,0.6,1.0,0.2,0.4,0.83,0.43,0.53,0.54,0.9,0.36,0.21,0.0
blogentis.csv,0.5,0.9,0.75,0.5,0.86,0.73,0.96,0.45,0.0,1.0,0.77,0.4,0.33,0.73,0.76,0.85,0.76,0.27,0.67,0.0
carabiner.csv,1.0,0.54,0.75,0.94,0.65,0.64,0.79,0.27,0.3,1.0,0.82,0.6,0.67,0.9,0.94,0.85,0.48,0.95,0.58,1.0
continuum-ide.csv,0.0,0.18,0.25,0.19,0.14,0.18,0.38,0.12,0.1,1.0,0.33,0.2,0.17,0.3,0.94,0.23,0.24,0.23,0.15,0.0
emulemorph.csv,0.0,0.18,0.0,0.12,0.02,0.0,0.12,0.27,0.1,0.0,0.02,0.0,0.83,0.0,0.0,0.0,0.05,0.05,0.03,0.0
free-evolution.csv,0.5,0.77,0.0,0.56,0.16,0.27,0.58,0.1,0.4,0.0,0.29,0.6,0.17,0.63,0.65,0.69,0.29,0.41,0.91,0.0
gtad.csv,1.0,0.1,0.0,0.0,0.04,0.45,0.17,0.0,0.0,1.0,0.06,0.0,0.0,0.17,0.06,0.77,0.19,0.09,0.0,0.0
htmlunit.csv,0.0,0.33,0.75,0.69,0.24,0.45,0.38,0.16,0.3,1.0,0.95,0.6,0.5,0.5,0.41,0.92,0.14,0.45,0.09,0.0
jaxen.csv,0.5,0.18,0.0,0.31,0.12,0.45,0.29,0.02,0.6,0.0,0.17,1.0,0.5,0.33,0.29,0.15,0.14,0.09,0.12,0.0
jsr308-langtools.csv,0.5,0.67,0.25,0.5,0.51,0.64,0.5,0.14,0.4,0.0,0.26,0.6,0.0,1.0,0.35,0.54,0.52,0.18,0.48,0.0
jvcl.csv,0.0,0.0,0.0,0.94,0.0,0.0,0.12,0.0,0.0,0.0,0.02,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kaffeine.csv,0.5,1.0,1.0,0.88,1.0,0.82,0.62,0.59,0.9,1.0,0.75,0.4,1.0,0.8,0.94,0.92,0.71,0.82,0.94,1.0
m-m-m.csv,1.0,0.38,1.0,0.94,0.92,0.82,0.83,1.0,0.4,1.0,0.75,1.0,0.83,0.87,0.71,0.85,0.81,0.95,0.82,1.0
motu.csv,0.5,0.28,1.0,0.75,0.08,0.18,0.42,0.2,0.1,0.0,0.39,0.4,0.0,0.53,0.24,0.85,0.19,0.09,0.03,0.0
nh3d.csv,0.0,0.03,1.0,0.38,0.12,0.45,0.29,0.0,0.9,1.0,0.28,0.8,0.5,0.4,0.41,0.46,0.33,0.14,0.24,0.0
sarasvati.csv,1.0,0.03,0.0,0.25,0.06,1.0,0.04,0.08,0.2,0.0,0.05,0.2,0.0,0.07,0.06,0.15,0.19,0.05,0.09,0.0
taokgame.csv,0.5,0.0,0.0,0.12,0.12,0.09,0.17,0.02,1.0,0.0,0.03,0.2,0.5,0.17,0.18,0.08,0.24,0.05,0.18,0.0
wgs-assembler.csv,0.0,0.92,1.0,0.12,0.16,0.27,0.42,0.12,0.2,1.0,0.14,0.6,0.17,0.17,0.18,0.46,0.38,0.09,0.36,1.0
