,gtad.csv,wgs-assembler.csv,nh3d.csv,jvcl.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,scen-connect.csv,htmlunit.csv,jaxen.csv,emulemorph.csv,jsr308-langtools.csv,continuum-ide.csv,motu.csv,anaxagora.csv,carabiner.csv,free-evolution.csv,jfreechart.csv
anaxagora.csv,0.0,0.21,0.51,0.29,0.22,0.11,0.33,0.26,0.61,0.97,0.24,0.44,0.8,0.47,0.51,0.55,0.92,0.4,0.25,0.0
blogentis.csv,0.51,0.35,0.13,0.52,0.0,0.65,0.97,0.47,0.0,0.69,0.58,0.4,0.34,0.72,0.59,0.44,0.62,0.31,0.19,0.0
carabiner.csv,0.76,0.53,0.33,0.33,0.63,0.65,0.73,0.3,0.33,0.83,0.68,0.58,0.58,0.8,0.64,0.71,0.48,0.96,0.59,0.81
continuum-ide.csv,0.0,0.21,0.29,0.23,0.16,0.21,0.42,0.14,0.12,0.94,0.38,0.24,0.2,0.35,0.95,0.27,0.28,0.27,0.18,0.0
emulemorph.csv,0.0,0.21,0.0,0.14,0.02,0.0,0.15,0.31,0.12,0.0,0.02,0.0,0.86,0.0,0.0,0.0,0.06,0.06,0.04,0.0
free-evolution.csv,0.54,0.53,0.0,0.55,0.19,0.31,0.58,0.12,0.41,0.0,0.34,0.65,0.2,0.66,0.64,0.7,0.33,0.45,0.93,0.0
gtad.csv,1.0,0.12,0.0,0.0,0.05,0.5,0.2,0.0,0.0,0.93,0.07,0.0,0.0,0.2,0.07,0.78,0.23,0.11,0.0,0.0
htmlunit.csv,0.0,0.37,0.61,0.64,0.28,0.48,0.43,0.19,0.34,0.21,0.96,0.64,0.54,0.55,0.45,0.37,0.17,0.39,0.11,0.0
jaxen.csv,0.47,0.21,0.0,0.35,0.15,0.46,0.34,0.02,0.65,0.0,0.2,1.0,0.54,0.37,0.34,0.18,0.17,0.11,0.15,0.0
jsr308-langtools.csv,0.53,0.56,0.28,0.49,0.57,0.66,0.54,0.17,0.44,0.0,0.3,0.64,0.0,1.0,0.38,0.55,0.52,0.21,0.51,0.0
jvcl.csv,0.0,0.0,0.0,0.95,0.0,0.0,0.14,0.0,0.0,0.0,0.02,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kaffeine.csv,0.22,0.0,0.0,0.05,0.98,0.71,0.57,0.57,0.53,0.13,0.61,0.43,0.21,0.2,0.0,0.42,0.53,0.73,0.09,0.49
m-m-m.csv,0.75,0.41,0.0,0.05,0.62,0.48,0.26,1.0,0.41,0.75,0.25,0.0,0.52,0.0,0.41,0.73,0.4,0.09,0.45,0.65
motu.csv,0.55,0.32,0.7,0.46,0.1,0.21,0.46,0.24,0.12,0.0,0.43,0.44,0.0,0.57,0.28,0.88,0.23,0.11,0.04,0.0
nh3d.csv,0.0,0.04,1.0,0.43,0.15,0.5,0.33,0.0,0.9,0.92,0.33,0.81,0.54,0.44,0.45,0.49,0.37,0.17,0.28,0.0
sarasvati.csv,0.98,0.04,0.0,0.29,0.07,1.0,0.05,0.1,0.24,0.0,0.06,0.24,0.0,0.09,0.07,0.18,0.23,0.06,0.11,0.0
taokgame.csv,0.55,0.0,0.0,0.14,0.15,0.11,0.2,0.02,1.0,0.0,0.04,0.24,0.53,0.2,0.21,0.1,0.28,0.06,0.21,0.0
wgs-assembler.csv,0.0,0.93,0.96,0.14,0.18,0.31,0.44,0.15,0.24,0.94,0.17,0.59,0.2,0.2,0.21,0.51,0.42,0.11,0.4,0.91
