,wxcrp.csv,esmf.csv,upp-mirror.csv,open-beos.csv,pidgin.csv,cornerstone.csv,tokratan.csv,mia.csv,gretl.csv,clamav.csv,libtorrent.csv,riff-evolve.csv,frogatto.csv,kindb.csv,quantlib.csv
clamav.csv,0.71,1.0,1.0,1.0,1.0,0.53,0.06,0.76,1.0,0.06,0.94,0.69,0.18,1.0,0.87
cornerstone.csv,0.03,0.0,0.0,0.0,0.0,0.26,0.67,0.62,0.0,0.19,0.0,0.53,1.0,0.0,0.04
esmf.csv,1.0,0.05,0.15,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.83,1.0,1.0,0.19,0.78
frogatto.csv,0.17,0.0,0.0,0.0,0.0,0.28,0.28,0.62,0.0,0.03,0.11,0.44,0.24,0.0,0.03
gretl.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
kindb.csv,1.0,0.59,0.54,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.25,1.0
libtorrent.csv,0.96,0.84,0.98,0.42,0.94,0.98,0.9,0.97,0.17,1.0,0.78,0.89,0.79,1.0,0.96
mia.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.0,0.0,0.01,0.03,0.0,0.0
open-beos.csv,1.0,0.94,1.0,0.18,0.42,1.0,1.0,1.0,0.33,1.0,1.0,1.0,1.0,1.0,1.0
pidgin.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
quantlib.csv,0.09,0.09,0.12,0.0,0.0,0.04,0.27,0.17,0.0,0.0,0.17,0.11,0.15,0.0,0.05
riff-evolve.csv,0.31,0.0,0.0,0.0,0.0,0.34,0.59,0.17,0.0,0.06,0.0,0.24,0.67,0.0,0.12
tokratan.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.02,0.15,0.0,0.0
upp-mirror.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wxcrp.csv,0.08,0.0,0.0,0.0,0.0,0.47,0.6,0.97,0.0,0.08,0.17,0.84,0.27,0.0,0.22
