,wxcrp.csv,esmf.csv,upp-mirror.csv,open-beos.csv,pidgin.csv,cornerstone.csv,tokratan.csv,mia.csv,gretl.csv,clamav.csv,libtorrent.csv,riff-evolve.csv,frogatto.csv,kindb.csv,quantlib.csv
clamav.csv,0.41,0.42,0.37,0.4,0.37,0.42,0.92,0.42,0.44,0.53,0.35,0.53,0.67,0.44,0.36
cornerstone.csv,0.8,0.0,0.0,0.0,0.0,0.45,0.43,0.4,0.0,0.71,0.89,0.39,0.42,0.0,0.8
esmf.csv,0.42,0.94,0.93,0.0,0.0,0.32,0.41,0.4,0.0,0.39,0.35,0.42,0.42,0.67,0.39
frogatto.csv,0.56,0.0,0.0,0.0,0.0,0.42,0.51,0.45,0.0,0.8,0.89,0.5,0.44,0.0,0.67
gretl.csv,0.42,0.42,0.37,0.4,0.37,0.32,0.41,0.4,0.44,0.39,0.35,0.42,0.42,0.44,0.36
kindb.csv,0.42,0.4,0.35,0.0,0.0,0.32,0.41,0.4,0.0,0.39,0.35,0.42,0.42,0.36,0.36
libtorrent.csv,0.42,0.42,0.38,0.46,0.38,0.32,0.42,0.41,0.38,0.4,0.35,0.44,0.38,0.44,0.36
mia.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.8,0.67,0.0,0.0
open-beos.csv,0.42,0.41,0.37,0.48,0.31,0.32,0.41,0.4,0.33,0.39,0.35,0.42,0.42,0.44,0.36
pidgin.csv,0.42,0.42,0.37,0.4,0.37,0.32,0.41,0.4,0.44,0.39,0.35,0.42,0.42,0.44,0.36
quantlib.csv,0.93,0.93,0.57,0.0,0.0,0.88,0.67,0.74,0.0,0.0,0.88,0.95,0.78,0.5,0.93
riff-evolve.csv,0.64,0.0,0.0,0.0,0.0,0.49,0.42,0.95,0.0,0.86,0.9,0.56,0.45,0.0,0.92
tokratan.csv,0.0,0.0,0.0,0.0,0.0,0.5,0.9,0.0,0.0,0.0,0.0,0.67,0.69,0.0,0.0
upp-mirror.csv,0.42,0.42,0.37,0.4,0.37,0.32,0.41,0.4,0.44,0.39,0.35,0.42,0.42,0.44,0.36
wxcrp.csv,0.68,0.0,0.0,0.0,0.0,0.39,0.49,0.41,0.0,0.78,0.55,0.45,0.45,0.0,0.7
