,wxcrp.csv,esmf.csv,upp-mirror.csv,open-beos.csv,pidgin.csv,cornerstone.csv,tokratan.csv,mia.csv,gretl.csv,clamav.csv,libtorrent.csv,riff-evolve.csv,frogatto.csv,kindb.csv,quantlib.csv
clamav.csv,0.0,22.0,1.0,8.0,1.0,0.0,4.0,4.0,2.0,0.0,1.0,0.0,0.0,2.0,12.0
cornerstone.csv,1.0,159.0,104.0,339.0,226.0,0.0,29.0,12.0,173.0,1.0,0.0,1.0,2.0,49.0,3.0
esmf.csv,0.0,0.0,3.0,339.0,226.0,0.0,22.0,8.0,173.0,13.0,0.0,0.0,2.0,3.0,7.0
frogatto.csv,0.0,159.0,104.0,339.0,226.0,0.0,3.0,3.0,173.0,0.0,0.0,0.0,0.0,49.0,118.0
gretl.csv,0.0,22.0,1.0,8.0,1.0,0.0,22.0,8.0,2.0,13.0,1.0,0.0,2.0,2.0,5.0
kindb.csv,0.0,8.0,1.0,339.0,226.0,0.0,22.0,8.0,173.0,13.0,1.0,0.0,2.0,1.0,5.0
libtorrent.csv,0.0,12.0,1.0,3.0,1.0,0.0,17.0,8.0,0.0,13.0,1.0,0.0,5.0,2.0,4.0
mia.csv,105.0,159.0,104.0,339.0,226.0,95.0,138.0,2.0,173.0,0.0,114.0,0.0,0.0,49.0,118.0
open-beos.csv,0.0,17.0,1.0,6.0,0.0,0.0,22.0,8.0,0.0,13.0,1.0,0.0,2.0,2.0,5.0
pidgin.csv,0.0,22.0,1.0,8.0,1.0,0.0,22.0,8.0,2.0,13.0,1.0,0.0,2.0,2.0,5.0
quantlib.csv,4.0,1.0,1.0,339.0,0.0,1.0,7.0,12.0,173.0,0.0,0.0,5.0,2.0,0.0,0.0
riff-evolve.csv,2.0,159.0,104.0,339.0,226.0,1.0,20.0,7.0,173.0,2.0,0.0,0.0,0.0,49.0,8.0
tokratan.csv,105.0,159.0,104.0,339.0,226.0,0.0,1.0,195.0,173.0,55.0,114.0,2.0,3.0,49.0,118.0
upp-mirror.csv,0.0,22.0,1.0,8.0,1.0,0.0,22.0,8.0,2.0,13.0,1.0,0.0,2.0,2.0,5.0
wxcrp.csv,3.0,159.0,104.0,339.0,226.0,1.0,9.0,8.0,173.0,0.0,0.0,0.0,2.0,49.0,2.0
