,wxcrp.csv,esmf.csv,upp-mirror.csv,open-beos.csv,pidgin.csv,cornerstone.csv,tokratan.csv,mia.csv,gretl.csv,clamav.csv,libtorrent.csv,riff-evolve.csv,frogatto.csv,kindb.csv,quantlib.csv
clamav.csv,0.35,0.21,0.61,0.4,0.72,0.58,0.38,0.09,0.83,0.89,0.84,0.48,0.67,0.68,0.2
cornerstone.csv,0.6,0.0,0.0,0.0,0.0,0.76,0.13,0.11,0.0,0.5,1.0,0.54,0.52,0.0,0.2
esmf.csv,0.29,0.62,0.57,0.0,0.0,0.51,0.11,0.09,0.0,0.36,0.86,0.49,0.52,0.83,0.2
frogatto.csv,0.48,0.0,0.0,0.0,0.0,0.66,0.22,0.13,0.0,0.8,0.89,0.56,0.78,0.0,0.0
gretl.csv,0.29,0.21,0.61,0.4,0.72,0.51,0.11,0.09,0.83,0.36,0.84,0.49,0.52,0.68,0.2
kindb.csv,0.29,0.28,0.69,0.0,0.0,0.51,0.11,0.09,0.0,0.36,0.84,0.49,0.52,0.89,0.2
libtorrent.csv,0.3,0.23,0.58,0.51,0.72,0.52,0.12,0.09,0.94,0.35,0.87,0.52,0.55,0.68,0.19
mia.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,1.0,0.0,0.8,0.67,0.0,0.0
open-beos.csv,0.29,0.22,0.61,0.64,0.82,0.51,0.11,0.09,0.89,0.36,0.84,0.49,0.52,0.68,0.2
pidgin.csv,0.29,0.21,0.61,0.4,0.72,0.51,0.11,0.09,0.83,0.36,0.84,0.49,0.52,0.68,0.2
quantlib.csv,0.5,0.27,0.86,0.0,1.0,0.75,0.19,0.21,0.0,1.0,0.88,0.55,0.72,1.0,0.64
riff-evolve.csv,0.36,0.0,0.0,0.0,0.0,0.64,0.15,0.21,0.0,0.71,1.0,0.75,0.58,0.0,0.08
tokratan.csv,0.0,0.0,0.0,0.0,0.0,1.0,0.8,0.0,0.0,0.0,0.0,0.33,0.69,0.0,0.0
upp-mirror.csv,0.29,0.21,0.61,0.4,0.72,0.51,0.11,0.09,0.83,0.36,0.84,0.49,0.52,0.68,0.2
wxcrp.csv,0.68,0.0,0.0,0.0,0.0,0.55,0.17,0.09,0.0,0.67,0.92,0.49,0.73,0.0,0.3
