,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,m-a-d-n-e-s-s.csv,yarp.csv,ftm.csv
bloodycore.csv,0.92,0.83,0.63,0.73,0.93,0.9,0.8,0.67,0.91
flylegacy.csv,0.39,0.75,0.4,0.57,0.57,0.46,0.43,0.71,0.43
ftm.csv,0.8,0.75,0.56,0.79,0.86,0.83,0.5,0.7,0.41
jguard.csv,0.37,0.65,0.35,0.36,0.4,0.62,0.4,0.53,0.42
m-a-d-n-e-s-s.csv,0.89,0.0,0.69,0.98,0.83,0.75,0.52,0.83,0.37
mob-sen-plat.csv,0.39,0.37,0.33,0.49,0.3,0.49,0.5,0.4,0.36
raygina.csv,0.47,0.0,0.45,0.55,0.94,0.52,0.88,0.62,0.88
upp-mirror.csv,0.57,0.83,0.36,0.59,0.4,0.72,0.56,0.82,0.94
yarp.csv,0.88,0.5,0.94,0.98,0.67,0.71,0.9,0.58,0.9
