,umber.csv,openwbem.csv,wpdev.csv,orc.csv,mvdsv.csv,vienna-add-in.csv,plato.csv,rodin-b-sharp.csv,iaml.csv,gwanted.csv,cubefs.csv,java-gnome.csv,elynx.csv,tycho.csv,mecat.csv,codesmith.csv,ta3d.csv
codesmith.csv,0.25,0.42,0.81,0.5,0.21,0.38,0.45,0.51,0.49,0.5,0.47,0.61,0.0,0.0,0.86,0.82,0.44
cubefs.csv,0.89,0.48,0.35,0.39,0.0,0.54,0.22,0.62,0.53,0.47,0.67,0.56,0.83,0.5,0.09,0.43,0.0
gwanted.csv,0.66,0.58,0.42,0.67,0.71,0.23,0.49,0.32,0.28,0.7,0.46,0.17,0.0,0.0,0.36,0.0,0.33
iaml.csv,0.24,0.2,0.35,0.22,0.37,0.36,0.17,0.2,0.64,0.46,0.12,0.05,0.9,0.35,0.0,0.15,0.13
java-gnome.csv,0.83,0.28,0.35,0.36,0.64,0.39,0.12,0.22,0.23,0.41,0.07,0.79,0.0,0.33,0.37,0.55,0.3
mecat.csv,0.63,0.29,0.41,0.55,0.69,0.02,0.02,0.11,0.01,0.34,0.0,0.06,0.0,0.0,0.97,0.0,0.3
mvdsv.csv,0.63,0.04,0.02,0.29,0.99,0.02,0.36,0.13,0.07,0.09,0.1,0.29,0.0,0.0,0.69,0.02,0.13
openwbem.csv,0.65,0.59,0.74,0.54,0.66,0.66,0.43,0.44,0.23,0.6,0.59,0.32,0.89,0.64,0.58,0.37,0.62
orc.csv,0.06,0.4,0.51,0.86,0.38,0.06,0.54,0.28,0.19,0.36,0.39,0.13,0.0,0.0,0.88,0.22,0.3
plato.csv,0.38,0.0,0.0,0.23,0.0,0.34,0.85,0.41,0.65,0.65,0.24,0.29,0.0,0.0,0.56,0.39,0.0
rodin-b-sharp.csv,0.58,0.02,0.0,0.55,0.59,0.21,0.48,0.84,0.43,0.43,0.26,0.79,0.0,0.0,0.32,0.38,0.34
ta3d.csv,0.58,0.09,0.11,0.0,0.0,0.24,0.22,0.21,0.59,0.25,0.43,0.57,0.0,0.0,0.6,0.11,0.65
tycho.csv,0.23,0.61,0.59,0.53,0.37,0.5,0.53,0.46,0.41,0.6,0.44,0.46,0.89,0.75,0.62,0.38,0.52
umber.csv,0.93,0.59,0.0,0.05,0.24,0.45,0.0,0.3,0.48,0.37,0.24,0.24,0.3,0.34,0.0,0.0,0.39
vienna-add-in.csv,0.64,0.47,0.0,0.45,0.0,0.69,0.46,0.26,0.37,0.46,0.46,0.17,0.83,0.7,0.36,0.25,0.45
wpdev.csv,0.09,0.05,1.0,0.09,0.24,0.09,0.0,0.0,0.27,0.26,0.0,0.0,0.56,0.17,0.3,0.38,0.24
