,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,libtorrent.csv,xstore.csv,salasaga.csv,nebuladevice.csv,xtreemfs.csv
ikvm.csv,0.63,1.0,0.04,0.33,0.77,0.81,0.59,0.13,0.06,0.82
libtorrent.csv,0.73,0.47,0.06,0.35,0.73,1.0,0.57,0.17,0.19,0.86
mcmc-jags.csv,0.81,0.46,0.05,1.0,0.74,0.89,0.62,0.14,0.15,0.89
nebuladevice.csv,0.56,0.0,0.04,0.42,0.87,0.87,1.0,0.0,1.0,0.91
olap-navigator.csv,1.0,0.44,0.05,0.5,0.78,0.93,0.56,0.15,0.18,0.88
pidgin.csv,0.63,0.5,0.06,0.42,0.98,0.91,0.63,0.22,0.16,0.87
salasaga.csv,0.64,0.42,0.04,0.26,0.67,0.81,0.5,1.0,0.16,0.81
sepgsql.csv,0.5,0.33,1.0,0.36,0.63,0.81,0.4,1.0,0.0,0.79
xstore.csv,0.78,0.3,0.06,0.6,0.74,0.85,1.0,0.13,0.17,0.9
xtreemfs.csv,0.94,0.42,0.08,0.86,0.86,0.98,0.68,0.19,0.23,1.0
