,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,libtorrent.csv,xstore.csv,salasaga.csv,nebuladevice.csv,xtreemfs.csv
ikvm.csv,0.77,0.6,0.44,0.83,0.75,0.6,0.86,0.59,0.71,0.76
libtorrent.csv,0.44,0.4,0.39,0.47,0.38,0.37,0.45,0.51,0.34,0.31
mcmc-jags.csv,0.44,0.41,0.43,0.8,0.42,0.4,0.46,0.59,0.4,0.35
nebuladevice.csv,0.67,0.75,0.96,0.67,0.96,0.74,0.75,0.0,0.93,0.97
olap-navigator.csv,0.52,0.44,0.4,0.65,0.41,0.41,0.48,0.53,0.49,0.33
pidgin.csv,0.5,0.41,0.35,0.75,0.38,0.42,0.46,0.44,0.4,0.39
salasaga.csv,0.49,0.4,0.48,0.44,0.46,0.43,0.6,0.88,0.34,0.37
sepgsql.csv,0.81,0.92,0.95,0.82,0.71,0.74,0.8,0.0,0.8,0.93
xstore.csv,0.5,0.48,0.68,0.8,0.42,0.52,0.52,0.65,0.57,0.36
xtreemfs.csv,0.59,0.46,0.46,0.86,0.47,0.5,0.43,0.47,0.53,0.34
