,nug.csv,rezilla.csv,badtrinity-zero.csv,fltk.csv,betoffice.csv,xmemcached.csv,exordium.csv,toped.csv,apertium.csv,gabel.csv,irrlicht.csv,zoolib.csv,genoviz.csv
apertium.csv,0.41,0.0,0.29,0.08,0.04,0.61,0.11,0.2,0.88,0.25,0.12,0.16,0.8
badtrinity-zero.csv,0.82,0.47,0.68,0.78,0.22,0.61,0.84,0.84,0.72,0.25,0.72,0.77,0.6
betoffice.csv,0.94,0.89,0.92,0.67,0.64,0.35,0.58,0.45,0.76,0.75,0.86,0.84,0.6
exordium.csv,0.35,0.11,0.37,0.34,0.2,0.7,0.84,0.75,0.4,0.75,0.31,0.58,1.0
fltk.csv,0.94,0.47,0.48,0.67,0.29,0.78,0.74,0.67,0.92,1.0,0.58,0.35,1.0
gabel.csv,0.35,0.11,0.23,0.41,0.07,0.61,0.63,0.45,0.28,0.75,0.45,0.32,0.6
genoviz.csv,0.24,0.0,0.19,0.05,0.02,0.26,0.11,0.14,0.2,0.25,0.13,0.0,1.0
irrlicht.csv,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.71,1.0,1.0
nug.csv,0.76,0.11,0.3,0.04,0.6,0.48,0.37,0.2,0.84,0.62,0.29,0.81,0.6
rezilla.csv,0.94,0.74,0.78,0.39,0.51,0.35,0.68,0.8,0.36,0.62,0.46,0.39,0.4
toped.csv,1.0,0.95,0.68,0.86,0.53,0.87,0.95,0.76,0.76,0.88,0.76,0.58,1.0
xmemcached.csv,0.65,1.0,0.73,0.67,0.82,0.78,0.89,0.67,0.8,1.0,0.77,0.87,1.0
zoolib.csv,0.29,0.11,0.3,0.39,0.38,0.57,0.58,0.53,0.6,0.62,0.37,0.68,0.6
