,xbrlapi.csv,codeblocks.csv,utgb.csv,red5.csv,bulmages.csv,proftp.csv,grisbi.csv,t-2.csv,libmesh.csv,tcvp.csv,tart.csv,panda3d.csv,super-tux.csv,soar.csv,qmmp.csv,mesa3d.csv
bulmages.csv,0.0,0.0,0.81,0.0,0.32,0.78,1.0,0.09,0.33,0.0,0.17,0.33,1.0,0.55,0.55,0.0
codeblocks.csv,0.49,0.83,0.68,0.88,0.27,0.55,0.83,0.29,0.45,0.11,0.08,0.24,0.99,1.0,0.67,0.0
grisbi.csv,0.52,0.75,0.56,0.59,0.23,0.5,0.98,0.1,0.34,0.11,0.07,0.34,0.98,0.49,0.57,0.27
libmesh.csv,0.54,0.67,0.57,0.36,0.16,0.06,0.62,0.05,0.52,0.11,0.05,0.26,0.93,0.67,0.43,0.0
mesa3d.csv,0.57,0.78,0.61,0.72,0.0,0.53,0.92,0.11,0.32,0.12,0.07,0.31,0.98,0.5,0.52,0.31
panda3d.csv,0.22,0.79,0.57,0.59,0.29,0.46,1.0,0.14,0.33,0.21,0.06,0.48,0.93,0.51,0.6,0.26
proftp.csv,0.33,0.87,0.59,0.8,0.45,0.77,0.96,0.05,0.23,0.0,0.0,0.45,1.0,0.56,0.5,1.0
qmmp.csv,0.65,0.87,0.47,0.65,0.24,0.57,0.91,0.12,0.34,0.09,0.05,0.32,0.97,0.52,0.77,0.19
red5.csv,0.52,0.75,0.58,0.74,0.2,0.5,0.73,0.14,0.46,0.11,0.05,0.29,0.98,0.49,0.54,0.21
soar.csv,0.49,0.75,0.49,0.6,0.21,0.45,0.82,0.1,0.36,0.11,0.05,0.31,0.96,0.76,0.49,0.21
super-tux.csv,0.39,0.75,0.62,0.69,0.21,0.49,0.74,0.17,0.44,0.11,0.06,0.32,1.0,0.5,0.61,0.22
t-2.csv,0.47,0.77,0.75,0.67,0.22,0.28,0.81,0.36,0.54,0.11,0.08,0.24,0.96,0.5,0.56,0.22
tart.csv,0.69,0.83,0.55,0.57,0.32,0.49,0.91,0.11,0.34,0.12,0.19,0.44,0.97,0.46,0.55,0.36
tcvp.csv,0.5,0.78,0.0,1.0,0.0,0.0,1.0,0.31,0.0,0.27,0.0,0.0,1.0,0.0,0.0,0.0
utgb.csv,0.3,0.81,0.76,0.72,0.28,0.5,0.96,0.09,0.26,0.11,0.05,0.47,1.0,0.48,0.71,0.26
xbrlapi.csv,0.67,0.6,0.42,0.57,0.29,0.8,0.97,0.14,0.32,0.0,0.05,0.34,0.5,0.57,0.57,0.25
