,xbrlapi.csv,codeblocks.csv,utgb.csv,red5.csv,bulmages.csv,proftp.csv,grisbi.csv,t-2.csv,libmesh.csv,tcvp.csv,tart.csv,panda3d.csv,super-tux.csv,soar.csv,qmmp.csv,mesa3d.csv
bulmages.csv,0.0,0.0,0.51,0.0,0.46,0.36,0.03,0.11,0.17,0.0,0.29,0.2,0.28,0.43,0.43,0.0
codeblocks.csv,0.56,0.78,0.57,0.5,0.43,0.63,0.78,0.35,0.6,0.19,0.14,0.32,0.84,0.28,0.63,0.0
grisbi.csv,0.62,0.74,0.69,0.72,0.37,0.65,0.89,0.17,0.48,0.19,0.14,0.5,0.9,0.58,0.71,0.41
libmesh.csv,0.25,0.27,0.45,0.15,0.22,0.04,0.41,0.07,0.64,0.2,0.09,0.29,0.67,0.49,0.47,0.0
mesa3d.csv,0.38,0.7,0.48,0.58,0.0,0.64,0.49,0.18,0.37,0.22,0.13,0.35,0.75,0.55,0.51,0.38
panda3d.csv,0.08,0.59,0.58,0.61,0.14,0.51,0.75,0.12,0.27,0.33,0.11,0.56,0.66,0.62,0.63,0.34
proftp.csv,0.04,0.37,0.52,0.17,0.31,0.77,0.49,0.05,0.15,0.0,0.0,0.4,0.12,0.57,0.09,0.03
qmmp.csv,0.61,0.54,0.45,0.72,0.34,0.57,0.81,0.21,0.5,0.17,0.09,0.34,0.8,0.52,0.72,0.3
red5.csv,0.67,0.8,0.67,0.73,0.31,0.59,0.61,0.24,0.59,0.2,0.1,0.42,0.96,0.57,0.62,0.34
soar.csv,0.62,0.85,0.58,0.72,0.34,0.62,0.9,0.18,0.53,0.2,0.1,0.48,0.93,0.68,0.65,0.35
super-tux.csv,0.38,0.82,0.61,0.59,0.33,0.64,0.67,0.28,0.55,0.2,0.11,0.44,0.95,0.16,0.66,0.35
t-2.csv,0.42,0.8,0.55,0.29,0.34,0.21,0.87,0.46,0.54,0.2,0.15,0.3,0.9,0.58,0.56,0.28
tart.csv,0.38,0.27,0.63,0.57,0.41,0.66,0.93,0.18,0.44,0.21,0.31,0.38,0.54,0.53,0.56,0.18
tcvp.csv,0.09,0.21,0.0,0.09,0.0,0.0,0.03,0.07,0.0,0.4,0.0,0.0,0.02,0.0,0.0,0.0
utgb.csv,0.12,0.58,0.75,0.43,0.34,0.55,0.56,0.08,0.22,0.18,0.09,0.44,0.64,0.48,0.51,0.34
xbrlapi.csv,0.69,0.05,0.45,0.62,0.35,0.4,0.62,0.21,0.29,0.0,0.08,0.33,0.02,0.69,0.29,0.03
