,xbrlapi.csv,codeblocks.csv,utgb.csv,red5.csv,bulmages.csv,proftp.csv,grisbi.csv,t-2.csv,libmesh.csv,tcvp.csv,tart.csv,panda3d.csv,super-tux.csv,soar.csv,qmmp.csv,mesa3d.csv
bulmages.csv,0.67,0.0,0.62,0.0,0.42,0.89,0.0,0.93,0.89,0.0,0.65,0.95,0.94,0.45,0.57,0.0
codeblocks.csv,0.36,0.43,0.48,0.76,0.4,0.35,0.36,0.72,0.57,0.34,0.38,0.54,0.43,0.8,0.4,0.0
grisbi.csv,0.44,0.44,0.36,0.31,0.46,0.36,0.31,0.5,0.46,0.37,0.37,0.49,0.45,0.33,0.42,0.44
libmesh.csv,0.92,0.97,0.78,0.91,0.93,0.94,0.88,1.0,0.82,0.37,0.71,0.98,0.78,0.94,0.6,0.96
mesa3d.csv,0.67,0.46,0.61,0.59,0.67,0.38,0.71,0.56,0.42,0.33,0.49,0.52,0.45,0.39,0.5,0.49
panda3d.csv,0.89,0.53,0.51,0.43,0.86,0.49,0.4,0.99,0.67,0.53,0.46,0.65,0.61,0.36,0.47,0.53
proftp.csv,0.67,0.61,0.41,0.8,0.91,0.37,0.57,0.99,0.54,0.0,0.75,0.53,0.83,0.38,0.83,0.0
qmmp.csv,0.46,0.53,0.56,0.38,0.48,0.4,0.34,0.47,0.49,0.38,0.38,0.72,0.46,0.48,0.54,0.53
red5.csv,0.35,0.45,0.35,0.43,0.47,0.41,0.54,0.43,0.62,0.35,0.35,0.5,0.42,0.4,0.4,0.46
soar.csv,0.41,0.41,0.43,0.34,0.44,0.4,0.35,0.49,0.49,0.38,0.35,0.45,0.49,0.72,0.42,0.45
super-tux.csv,0.5,0.44,0.32,0.53,0.59,0.4,0.5,0.43,0.67,0.35,0.47,0.56,0.43,0.83,0.54,0.49
t-2.csv,0.65,0.44,0.55,0.92,0.49,0.89,0.37,0.75,0.96,0.36,0.43,0.66,0.44,0.45,0.5,0.71
tart.csv,0.75,0.91,0.38,0.43,0.51,0.39,0.32,0.63,0.45,0.37,0.63,0.58,0.54,0.37,0.4,0.95
tcvp.csv,0.75,0.94,0.0,0.5,0.67,0.0,0.0,0.92,0.0,0.65,0.9,0.75,0.0,0.0,0.0,0.5
utgb.csv,0.9,0.55,0.5,0.78,0.66,0.44,0.56,0.99,0.58,0.37,0.51,0.53,0.5,0.39,0.6,0.53
xbrlapi.csv,0.47,0.8,0.5,0.41,0.45,0.8,0.48,0.93,0.5,0.0,0.71,0.52,0.5,0.32,0.9,0.75
