,xbrlapi.csv,codeblocks.csv,utgb.csv,red5.csv,bulmages.csv,proftp.csv,grisbi.csv,t-2.csv,libmesh.csv,tcvp.csv,tart.csv,panda3d.csv,super-tux.csv,soar.csv,qmmp.csv,mesa3d.csv
bulmages.csv,0.0,0.0,0.42,0.0,0.74,0.27,0.02,0.2,0.14,0.0,0.8,0.18,0.19,0.38,0.39,0.0
codeblocks.csv,0.52,0.68,0.53,0.4,0.7,0.67,0.56,0.48,0.7,0.29,0.69,0.44,0.74,0.19,0.61,0.0
grisbi.csv,0.54,0.55,0.57,0.13,0.48,0.59,0.84,0.38,0.4,0.54,0.67,0.57,0.78,0.28,0.63,0.68
libmesh.csv,0.2,0.2,0.41,0.11,0.36,0.04,0.24,0.13,0.75,0.05,0.42,0.34,0.4,0.43,0.45,0.0
mesa3d.csv,0.33,0.59,0.44,0.52,0.0,0.68,0.38,0.5,0.45,0.45,0.68,0.43,0.64,0.47,0.51,0.52
panda3d.csv,0.06,0.49,0.57,0.54,0.12,0.54,0.66,0.12,0.27,0.75,0.57,0.68,0.39,0.28,0.63,0.5
proftp.csv,0.02,0.27,0.49,0.11,0.28,0.78,0.38,0.06,0.14,0.0,0.0,0.39,0.07,0.55,0.06,0.01
qmmp.csv,0.59,0.45,0.43,0.65,0.56,0.58,0.71,0.39,0.0,0.31,0.52,0.41,0.66,0.49,0.7,0.5
red5.csv,0.3,0.48,0.64,0.7,0.54,0.63,0.23,0.61,0.71,0.05,0.13,0.41,0.84,0.35,0.61,0.37
soar.csv,0.34,0.0,0.42,0.35,0.0,0.0,0.0,0.3,0.0,0.21,0.13,0.05,0.53,0.64,0.0,0.0
super-tux.csv,0.37,0.41,0.6,0.53,0.56,0.57,0.0,0.68,0.66,0.21,0.6,0.55,0.92,0.12,0.66,0.51
t-2.csv,0.41,0.58,0.48,0.23,0.53,0.2,0.0,0.68,0.57,0.0,0.73,0.41,0.69,0.41,0.56,0.42
tart.csv,0.3,0.19,0.59,0.51,0.59,0.49,0.84,0.48,0.53,0.27,0.94,0.37,0.41,0.34,0.56,0.15
tcvp.csv,0.06,0.15,0.0,0.06,0.0,0.0,0.02,0.05,0.0,0.77,0.0,0.0,0.01,0.0,0.0,0.0
utgb.csv,0.09,0.48,0.74,0.34,0.47,0.58,0.44,0.1,0.22,0.53,0.42,0.46,0.53,0.45,0.45,0.49
xbrlapi.csv,0.69,0.04,0.42,0.49,0.47,0.32,0.5,0.46,0.31,0.0,0.23,0.35,0.01,0.52,0.22,0.01
