,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,jaolt.csv,codepurge.csv,jcl.csv,gmerlin.csv,quantlib.csv
chipster.csv,0.88,0.38,0.62,0.86,0.47,0.56,0.92,0.37,0.84,0.38,0.65,0.8,0.54,0.92,0.47,0.93,0.92
codepurge.csv,0.5,0.45,0.69,0.92,0.61,0.96,0.67,0.45,0.94,0.32,0.64,0.93,0.93,0.95,0.55,0.68,0.9
fontforge.csv,0.92,0.88,0.88,0.85,0.88,0.96,0.8,0.55,0.88,0.46,0.86,0.95,0.93,0.88,0.94,0.86,0.92
gmerlin.csv,0.8,0.46,0.86,0.93,0.49,0.64,0.89,0.31,0.87,0.33,0.87,0.72,0.59,0.77,0.61,0.67,0.69
hatari.csv,0.66,0.43,0.63,0.68,0.49,0.45,0.68,0.33,0.66,0.7,0.48,0.75,0.57,0.67,0.52,0.59,0.81
jaolt.csv,0.45,0.33,0.48,0.61,0.46,0.38,0.63,0.3,0.7,0.42,0.47,0.61,0.41,0.69,0.51,0.6,0.59
jcl.csv,0.5,0.91,0.94,0.94,0.87,0.93,0.91,0.8,0.93,0.96,0.9,0.97,0.0,0.97,0.92,0.89,0.96
ltp.csv,0.5,0.69,0.0,0.5,0.45,0.89,0.75,0.86,0.8,0.0,0.75,0.89,0.92,0.8,0.75,0.67,0.8
mia.csv,0.94,0.94,0.0,0.67,0.34,0.89,0.86,0.0,0.95,0.37,0.52,0.93,0.79,0.75,0.68,0.89,0.5
net-snmp.csv,0.55,0.64,0.88,0.61,0.5,0.61,0.8,0.32,0.71,0.38,0.55,0.58,0.51,0.77,0.38,0.78,0.87
opde.csv,0.6,0.52,0.8,0.71,0.43,0.54,0.68,0.88,0.54,0.94,0.51,0.87,0.51,0.66,0.43,0.84,0.6
oppna-program-hsatools.csv,0.38,0.31,0.4,0.37,0.33,0.38,0.37,0.29,0.42,0.36,0.42,0.41,0.34,0.59,0.38,0.39,0.37
powerfolder-.csv,0.83,0.67,0.0,0.89,0.96,0.93,0.0,0.64,0.93,0.91,0.9,0.75,0.93,0.5,0.57,0.5,0.93
qlc.csv,0.75,0.93,0.0,0.89,0.67,0.9,0.75,0.0,0.94,0.86,0.9,0.96,0.89,0.92,0.94,0.95,0.65
quantlib.csv,0.76,0.74,0.73,0.9,0.64,0.5,0.57,0.89,0.95,0.61,0.52,0.67,0.59,0.87,0.41,0.81,0.95
tcl.csv,0.8,0.91,0.88,0.93,0.99,0.95,0.75,0.88,0.96,0.54,0.92,0.95,0.86,0.91,0.63,0.93,0.93
