,umber.csv,openwbem.csv,wpdev.csv,orc.csv,mvdsv.csv,vienna-add-in.csv,plato.csv,rodin-b-sharp.csv,iaml.csv,gwanted.csv,cubefs.csv,java-gnome.csv,elynx.csv,tycho.csv,mecat.csv,codesmith.csv,ta3d.csv
codesmith.csv,0.2,0.76,1.0,0.78,0.92,0.37,0.12,0.71,0.36,0.45,0.82,0.62,0.37,1.0,0.45,0.26,0.62
cubefs.csv,0.09,0.24,0.0,0.37,0.95,0.39,0.0,0.49,0.7,0.26,0.41,0.62,0.41,0.14,1.0,0.26,1.0
gwanted.csv,0.49,0.35,0.0,0.39,0.1,0.12,0.62,0.33,0.15,0.24,0.56,0.12,0.41,0.0,0.53,0.03,0.31
iaml.csv,0.42,0.29,0.0,0.18,0.32,0.61,0.0,0.39,0.28,0.34,0.09,0.44,0.39,0.32,0.23,0.03,0.38
java-gnome.csv,0.44,0.39,0.0,0.44,0.97,0.78,0.12,0.28,0.3,0.55,0.03,0.12,0.29,0.21,0.27,0.5,0.12
mecat.csv,0.02,0.05,0.0,0.08,0.22,0.02,0.0,0.1,0.02,0.08,0.0,0.0,0.1,0.0,0.12,0.0,0.19
mvdsv.csv,0.0,0.03,0.0,0.08,0.08,0.0,0.5,0.04,0.08,0.26,0.12,0.31,0.07,0.0,0.25,0.03,0.0
openwbem.csv,0.6,0.26,0.0,0.39,0.27,0.49,0.38,0.45,0.15,0.21,0.29,0.12,0.32,0.21,0.47,0.24,0.31
orc.csv,0.09,0.31,0.0,0.24,0.05,0.2,0.62,0.3,0.22,0.27,0.79,0.38,0.22,0.0,0.65,0.15,0.06
plato.csv,0.87,1.0,1.0,0.93,1.0,0.8,0.25,0.88,0.83,0.53,0.21,0.06,1.0,1.0,0.73,0.79,1.0
rodin-b-sharp.csv,0.02,0.01,1.0,0.09,0.71,0.1,0.5,0.14,0.68,0.51,0.09,0.44,0.58,0.0,0.73,0.65,0.5
ta3d.csv,0.29,0.09,0.0,0.09,0.08,0.51,0.38,0.18,0.3,0.35,0.0,0.19,0.19,0.11,0.43,0.47,0.44
tycho.csv,0.42,0.4,0.5,0.24,0.17,0.37,0.12,0.63,0.18,0.19,0.85,0.25,0.37,0.25,0.42,0.21,0.38
umber.csv,0.05,0.7,1.0,0.94,1.0,0.73,1.0,0.75,0.8,0.85,0.94,1.0,0.93,0.5,0.98,1.0,0.88
vienna-add-in.csv,0.47,0.58,1.0,0.76,0.27,0.41,0.62,0.6,0.45,0.72,0.53,0.56,0.49,0.57,0.72,0.5,0.81
wpdev.csv,0.98,0.99,0.0,0.99,0.94,0.98,1.0,1.0,0.93,0.93,1.0,1.0,0.78,0.96,0.92,0.88,1.0
