,umber.csv,openwbem.csv,wpdev.csv,orc.csv,mvdsv.csv,vienna-add-in.csv,plato.csv,rodin-b-sharp.csv,iaml.csv,gwanted.csv,cubefs.csv,java-gnome.csv,elynx.csv,tycho.csv,mecat.csv,codesmith.csv,ta3d.csv
codesmith.csv,0.87,0.8,1.0,0.89,1.14,0.7,0.73,0.8,0.67,0.7,0.86,0.74,0.37,1.01,0.56,0.31,0.79
cubefs.csv,0.28,0.75,0.67,0.84,0.95,0.65,0.69,0.59,0.75,0.66,0.48,0.67,1.08,0.7,1.05,0.69,1.0
gwanted.csv,0.58,0.56,0.53,0.41,0.35,0.71,0.65,0.63,0.64,0.37,0.75,0.9,1.08,1.0,0.53,1.0,0.75
iaml.csv,0.94,0.71,0.6,0.77,0.46,0.9,0.69,0.74,0.45,0.7,0.84,0.98,1.07,0.76,1.03,0.8,0.68
java-gnome.csv,0.45,0.67,0.72,0.67,0.97,0.94,0.84,0.84,0.9,0.7,0.87,0.28,1.04,0.83,0.72,0.72,0.75
mecat.csv,0.47,0.82,0.67,0.75,0.4,0.98,0.98,0.92,0.99,0.75,0.99,0.95,1.01,1.0,0.12,1.0,0.82
mvdsv.csv,0.47,0.96,0.96,0.75,0.08,0.98,0.81,0.88,0.94,0.9,0.85,0.82,1.0,1.0,0.42,1.0,0.91
openwbem.csv,0.6,0.48,0.45,0.68,0.43,0.56,0.79,0.87,0.76,0.51,0.6,0.83,0.32,0.56,0.57,0.98,0.49
orc.csv,0.95,0.57,0.41,0.24,1.0,0.96,0.72,0.72,0.86,0.7,0.9,0.97,1.02,0.89,0.65,0.92,0.86
plato.csv,0.87,1.0,1.0,0.96,1.0,0.81,0.31,0.89,0.83,0.62,0.79,0.81,1.0,1.0,0.73,0.8,1.0
rodin-b-sharp.csv,0.47,0.99,1.13,0.57,0.71,0.86,0.64,0.23,0.85,0.76,0.86,0.46,1.15,1.0,0.99,0.89,0.87
ta3d.csv,0.31,0.85,0.89,0.82,1.0,0.77,0.96,0.9,0.65,0.7,0.91,0.66,1.02,0.98,1.09,0.91,0.56
tycho.csv,0.94,0.64,0.69,0.67,1.02,0.7,0.61,0.87,0.72,0.57,0.92,0.63,0.37,0.32,0.79,0.84,0.64
umber.csv,0.08,0.74,1.0,0.94,1.0,0.81,1.0,0.75,0.84,0.92,0.95,1.0,0.93,0.9,0.98,1.0,0.89
vienna-add-in.csv,0.52,0.75,1.08,0.87,1.04,0.49,0.74,0.83,0.8,0.82,0.67,0.9,0.49,0.64,0.98,0.67,0.88
wpdev.csv,0.98,0.99,0.01,0.99,0.94,0.98,1.0,1.0,0.94,0.95,1.0,1.0,0.78,0.96,0.92,0.9,1.0
