,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,xinity.csv,gss.csv,linux-ntfs.csv,growl-for-windows.csv,libarchive.csv
awemud.csv,0.42,0.66,0.5,0.86,0.62,0.89,0.41,0.44,0.91,0.0,0.36,0.71,0.52,0.46,0.68,0.92
bullet.csv,0.37,0.4,0.43,0.61,0.46,0.35,0.52,0.65,0.99,0.67,0.53,0.5,0.39,0.83,0.4,0.46
customwars.csv,0.35,0.4,0.43,0.61,0.48,0.35,0.45,0.42,0.48,0.0,0.54,0.27,0.39,0.47,0.5,0.42
dvd-create.csv,0.47,0.42,0.5,0.66,0.42,0.48,0.46,0.42,0.51,0.0,0.36,0.38,0.34,0.39,0.47,0.56
gbif-indexingtoolkit.csv,0.48,0.85,0.59,0.58,0.55,0.82,0.73,0.71,0.66,0.0,0.42,0.61,0.45,0.81,0.69,0.54
go.csv,0.44,0.46,0.47,0.71,0.4,0.39,0.44,0.38,0.53,0.65,0.33,0.36,0.37,0.39,0.5,0.58
growl-for-windows.csv,0.34,0.0,0.56,0.0,0.0,0.0,0.39,0.36,0.0,0.0,0.32,0.36,0.33,0.75,0.63,0.8
gss.csv,0.35,0.39,0.36,0.55,0.36,0.33,0.41,0.33,0.47,0.75,0.33,0.28,0.41,0.33,0.32,0.45
kwave.csv,0.42,0.4,0.65,0.55,0.39,0.41,0.46,0.34,0.53,0.75,0.33,0.3,0.34,0.38,0.33,0.44
libarchive.csv,0.34,0.35,0.36,0.55,0.31,0.33,0.4,0.35,0.43,0.33,0.33,0.3,0.34,0.35,0.42,0.44
linux-ntfs.csv,0.32,0.41,0.37,0.61,0.33,0.39,0.47,0.44,0.61,0.0,0.35,0.33,0.33,0.38,0.35,0.44
lsb.csv,0.35,0.51,0.5,0.56,0.39,0.47,0.53,0.61,0.67,0.0,0.36,0.4,0.37,0.43,0.55,0.61
mpgravity.csv,0.39,0.42,0.4,0.58,0.38,0.37,0.47,0.36,0.0,0.52,0.33,0.31,0.32,0.38,0.45,0.44
qcad2.csv,0.77,0.68,0.86,0.92,0.92,0.45,0.5,0.5,0.74,0.38,0.96,0.42,0.43,0.43,0.66,0.54
qtwin.csv,0.88,0.0,0.0,0.0,0.0,0.83,0.86,0.58,1.0,0.86,0.68,0.7,0.83,0.53,0.67,0.0
xinity.csv,0.83,0.42,0.95,0.64,0.44,0.78,0.76,0.48,0.66,0.38,0.39,0.38,0.35,0.59,0.51,0.48
