,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,xinity.csv,gss.csv,linux-ntfs.csv,growl-for-windows.csv,libarchive.csv
awemud.csv,0.52,0.61,0.74,0.95,0.71,0.9,0.45,0.65,0.68,1.0,0.87,0.77,0.92,0.68,0.4,0.76
bullet.csv,0.65,0.67,0.91,0.4,0.65,0.42,0.57,0.74,0.84,1.0,0.79,0.68,0.69,0.81,0.81,0.48
customwars.csv,0.48,0.58,0.89,0.51,0.64,0.61,0.58,0.84,0.33,1.0,0.72,0.87,0.58,0.61,0.75,0.6
dvd-create.csv,0.68,0.7,0.74,1.09,0.26,0.47,0.91,0.57,0.74,1.0,0.82,0.61,0.86,0.8,0.96,0.61
gbif-indexingtoolkit.csv,0.76,0.81,0.84,0.97,0.71,0.89,0.77,0.46,0.86,1.0,0.77,0.7,0.82,0.62,0.61,0.8
go.csv,0.65,0.36,0.6,0.92,0.66,0.59,0.64,0.85,0.73,0.61,0.96,0.78,0.76,0.86,0.52,0.62
growl-for-windows.csv,0.44,1.0,0.78,1.0,1.0,1.0,0.56,0.68,1.0,1.0,0.97,0.76,0.9,0.89,0.33,0.9
gss.csv,0.72,0.72,0.85,0.4,0.43,0.77,0.57,0.88,0.59,1.0,0.94,0.96,0.31,0.69,0.91,0.49
kwave.csv,0.63,1.0,0.47,1.0,1.0,0.59,0.78,0.77,0.65,0.75,0.88,0.85,0.61,0.75,0.87,1.0
libarchive.csv,0.68,0.62,0.72,0.69,0.52,0.72,0.66,0.98,0.53,0.91,1.0,0.96,0.9,0.87,0.94,0.42
linux-ntfs.csv,0.5,0.58,0.84,0.38,0.46,0.56,0.61,0.54,0.19,1.0,0.83,0.79,0.7,0.67,0.94,0.53
lsb.csv,0.54,0.82,0.87,0.28,0.79,0.55,0.54,0.6,0.39,1.0,0.88,0.86,0.87,0.62,0.72,0.57
mpgravity.csv,0.83,0.47,0.86,0.92,0.84,0.8,0.96,0.94,1.0,0.26,1.0,0.89,1.0,0.93,0.78,0.84
qcad2.csv,0.84,0.68,0.69,0.79,0.82,0.63,0.41,0.66,0.27,0.95,0.73,0.68,0.72,0.66,0.62,0.49
qtwin.csv,0.93,1.0,1.0,1.0,1.0,0.97,0.92,0.69,0.09,0.84,0.78,0.73,0.83,0.69,0.95,1.0
xinity.csv,0.88,1.0,0.62,1.13,1.01,0.77,0.85,0.79,1.09,1.0,0.68,0.5,1.01,0.97,0.63,1.0
