,selenium.csv,pcgen.csv,autoopencas.csv,tolven.csv
autoopencas.csv,0.25,0.45,0.74,0.13
pcgen.csv,0.17,0.72,0.0,0.36
selenium.csv,0.67,0.7,0.66,0.65
tolven.csv,0.46,0.65,0.06,0.78
