,selenium.csv,pcgen.csv,autoopencas.csv,tolven.csv
autoopencas.csv,0.97,0.61,0.74,0.97
pcgen.csv,0.42,0.42,0.4,0.36
selenium.csv,0.4,0.39,0.37,0.38
tolven.csv,0.66,0.47,0.8,0.45
