,etics.csv,mcore3d.csv,kvs.csv,ogrehg.csv,genecys.csv,boost.csv,passwordsafe.csv,miranda.csv
boost.csv,0.51,0.66,0.75,0.55,0.45,0.45,0.57,0.54
etics.csv,0.35,0.62,0.85,0.56,0.55,0.73,0.69,0.59
genecys.csv,0.93,0.84,0.82,0.86,0.41,0.82,0.71,0.91
kvs.csv,0.53,0.86,0.35,0.76,0.97,0.67,0.76,0.76
mcore3d.csv,0.85,0.5,0.71,0.58,0.78,0.89,0.55,0.5
miranda.csv,0.64,0.8,0.79,0.55,0.62,0.93,0.59,0.5
ogrehg.csv,0.53,0.58,0.84,0.44,0.39,0.61,0.62,0.73
passwordsafe.csv,0.81,0.71,0.82,0.54,0.47,0.66,0.37,0.78
