,ktc.csv,elmo.csv,neoengine.csv,zscreen.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,omseek.csv,sigil.csv,img-browse-sort.csv,doomlegacy.csv,illumination.csv,pi-qmc.csv,bibletime.csv
bibletime.csv,0.36,0.53,0.46,0.45,0.45,0.46,0.38,0.4,0.45,0.45,0.44,0.44,0.44,0.34,0.37,0.36,0.53,0.39
decidr.csv,0.58,0.38,0.5,0.48,0.54,0.46,0.46,0.36,0.37,0.48,0.49,0.54,0.43,0.38,0.48,0.47,0.54,0.41
doomlegacy.csv,0.42,0.36,0.46,0.48,0.47,0.69,0.42,0.45,0.46,0.47,0.51,0.48,0.49,0.33,0.4,0.38,0.53,0.4
elmo.csv,0.97,0.75,0.8,0.8,0.9,0.94,0.97,0.88,0.96,0.89,0.89,0.98,0.86,0.67,0.95,0.95,0.92,0.92
gpac.csv,0.98,0.91,0.71,0.79,0.71,0.7,0.92,0.49,0.7,0.68,0.69,0.92,0.61,0.8,0.9,0.59,0.88,0.53
illumination.csv,0.8,0.54,0.87,0.92,0.94,0.92,0.98,0.42,0.4,0.5,0.79,0.65,0.89,0.8,0.75,0.88,0.73,0.89
img-browse-sort.csv,0.53,0.48,0.93,0.49,0.98,0.69,0.52,0.46,0.35,0.61,0.96,0.98,0.95,0.77,0.86,0.49,0.7,0.8
ktc.csv,0.5,0.59,0.56,0.92,0.64,0.59,0.91,0.78,0.54,0.82,0.61,0.7,0.46,0.5,0.46,0.83,0.71,0.65
neoengine.csv,0.45,0.5,0.58,0.45,0.53,0.52,0.44,0.34,0.43,0.42,0.51,0.49,0.5,0.39,0.39,0.4,0.47,0.43
nicepress.csv,0.75,0.96,0.51,0.5,0.6,0.58,0.99,0.88,0.99,0.5,0.61,0.85,0.65,0.88,0.46,0.94,0.67,0.7
omseek.csv,0.95,0.5,0.93,0.92,0.98,0.84,0.98,0.64,0.97,0.69,0.75,0.97,0.89,0.83,0.65,0.86,0.8,0.83
pi-qmc.csv,0.46,0.56,0.44,0.42,0.6,0.52,0.59,0.4,0.51,0.7,0.55,0.51,0.42,0.53,0.44,0.58,0.6,0.64
rosegarden.csv,0.61,0.93,0.56,0.81,0.66,0.61,0.83,0.94,0.94,0.67,0.72,0.75,0.51,0.83,0.61,0.92,0.67,0.67
sigil.csv,0.5,0.39,0.55,0.44,0.71,0.47,0.39,0.5,0.59,0.42,0.49,0.5,0.48,0.43,0.82,0.5,0.73,0.4
smarttag.csv,0.92,0.8,0.9,0.87,0.98,0.81,0.99,0.75,0.88,0.77,0.96,0.86,0.85,0.67,0.91,0.92,0.9,0.92
sylpheed-claws.csv,0.49,0.83,0.48,0.53,0.53,0.59,0.47,0.38,0.49,0.48,0.47,0.48,0.45,0.55,0.39,0.59,0.64,0.45
xemeiah.csv,0.43,0.5,0.4,0.48,0.52,0.47,0.48,0.36,0.51,0.54,0.58,0.5,0.42,0.37,0.33,0.55,0.53,0.41
zscreen.csv,0.41,0.89,0.52,0.49,0.49,0.5,0.42,0.95,0.91,0.43,0.46,0.56,0.47,0.33,0.39,0.39,0.59,0.38
