,ktc.csv,elmo.csv,neoengine.csv,zscreen.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,omseek.csv,sigil.csv,img-browse-sort.csv,doomlegacy.csv,illumination.csv,pi-qmc.csv,bibletime.csv
bibletime.csv,0.67,0.83,0.73,0.59,0.62,0.63,0.81,0.66,0.53,0.77,0.78,0.68,0.54,0.82,0.52,0.73,0.61,0.0
decidr.csv,0.63,0.56,0.5,0.7,0.58,0.54,0.01,0.77,0.62,0.65,0.64,0.59,0.55,0.8,0.73,0.65,0.61,0.55
doomlegacy.csv,0.64,0.63,0.79,0.72,0.71,0.73,0.79,0.7,0.52,0.77,0.76,0.69,0.55,0.79,0.12,0.74,0.41,0.5
elmo.csv,0.92,0.2,0.99,0.91,0.93,0.97,0.95,0.97,0.93,0.95,0.91,0.98,0.97,1.0,0.79,0.74,0.88,0.89
gpac.csv,0.82,1.01,0.68,0.69,0.67,0.59,0.75,0.04,0.69,0.75,0.6,0.75,0.63,0.87,0.81,0.66,0.77,0.59
illumination.csv,0.69,0.62,0.84,0.84,0.78,0.72,0.85,0.66,0.56,0.93,0.72,0.64,0.89,0.77,0.79,0.06,0.6,0.88
img-browse-sort.csv,0.77,0.69,0.79,0.68,0.89,0.74,0.72,0.66,0.59,0.57,0.79,0.78,0.79,0.08,0.94,0.76,1.09,0.97
ktc.csv,0.05,0.83,0.62,0.81,0.53,0.68,0.79,0.82,0.67,0.74,0.51,0.63,0.53,0.65,0.61,0.86,0.55,0.72
neoengine.csv,0.58,1.0,0.02,0.77,0.58,0.73,0.53,0.92,0.87,0.71,0.72,0.78,0.59,0.72,0.87,0.81,0.56,0.84
nicepress.csv,0.68,0.9,0.58,1.0,0.58,0.11,0.8,0.88,0.88,1.0,0.71,0.71,0.66,0.86,0.71,0.79,0.64,0.7
omseek.csv,0.75,1.0,0.88,0.87,0.79,0.82,0.88,0.79,0.84,0.83,0.63,0.03,0.85,0.93,0.74,0.83,0.68,0.95
pi-qmc.csv,0.4,0.97,0.44,0.66,0.48,0.59,0.67,0.74,0.58,0.66,0.59,0.54,0.43,0.61,0.59,0.75,0.09,0.74
rosegarden.csv,0.53,1.02,0.57,0.78,0.03,0.56,0.72,0.85,0.9,0.74,0.58,0.58,0.49,0.72,0.74,0.96,0.55,0.76
sigil.csv,0.49,0.58,0.52,0.45,0.63,0.49,0.51,0.66,0.59,0.64,0.64,0.47,0.0,0.48,0.77,0.62,0.6,0.56
smarttag.csv,0.78,0.8,0.75,0.83,0.83,0.82,0.83,0.95,0.96,0.07,0.82,0.81,0.8,0.92,0.88,0.9,0.78,0.82
sylpheed-claws.csv,0.5,0.82,0.68,0.64,0.56,0.55,0.67,0.69,0.04,0.69,0.6,0.52,0.38,0.65,0.75,0.76,0.66,0.45
xemeiah.csv,0.39,0.83,0.48,0.59,0.47,0.49,0.55,0.63,0.62,0.7,0.04,0.62,0.52,0.7,0.55,0.75,0.37,0.57
zscreen.csv,0.57,1.01,0.58,0.04,0.54,0.52,0.81,0.78,0.92,0.8,0.65,0.63,0.5,0.8,0.54,0.78,0.38,0.61
