,orc.csv,magicwars.csv,haggle.csv,java-gnome.csv,archive-crawler.csv,servicestack.csv,gisgraphy.csv
archive-crawler.csv,0.19,0.21,0.49,0.44,0.96,0.24,0.36
gisgraphy.csv,0.31,0.63,0.59,0.23,0.39,0.53,1.0
haggle.csv,0.5,0.36,0.99,0.23,0.39,0.18,0.14
java-gnome.csv,0.62,0.08,0.2,1.0,0.35,0.18,0.09
magicwars.csv,0.75,0.96,1.0,1.0,1.0,1.0,0.95
orc.csv,0.88,0.1,0.01,0.0,0.3,0.65,0.41
servicestack.csv,0.56,0.41,0.85,0.21,0.61,0.94,0.77
