,orc.csv,magicwars.csv,haggle.csv,java-gnome.csv,archive-crawler.csv,servicestack.csv,gisgraphy.csv
archive-crawler.csv,0.15,0.32,0.6,0.57,0.98,0.36,0.43
gisgraphy.csv,0.18,0.38,0.65,0.34,0.37,0.29,1.0
haggle.csv,0.3,0.42,0.99,0.36,0.39,0.29,0.22
java-gnome.csv,0.22,0.15,0.31,1.0,0.3,0.26,0.11
magicwars.csv,0.14,0.98,0.78,0.88,0.46,0.42,0.48
orc.csv,0.93,0.14,0.03,0.0,0.31,0.44,0.46
servicestack.csv,0.24,0.49,0.76,0.31,0.42,0.94,0.47
