,jmoney.csv,dxengine.csv,jsidplay2.csv,sblim.csv,piccolo2d.csv,jmonkeyengine.csv,e-bio-flow.csv,matrex.csv,reaper3d.csv
dxengine.csv,304.0,94.5,186.0,189.0,1275.5,0.0,95.5,1184.5,2444.5
e-bio-flow.csv,190.0,79.5,98.5,93.5,98.5,342.0,95.5,236.5,2147.5
jmoney.csv,97.5,97.5,95.5,384.0,98.5,502.0,194.0,182.0,1382.5
jmonkeyengine.csv,94.5,99.0,173.0,287.5,959.5,89.5,828.5,1726.5,3843.0
jsidplay2.csv,97.5,188.0,99.0,1146.0,98.5,194.0,95.5,174.0,982.0
matrex.csv,97.5,97.5,97.5,285.5,189.0,89.5,194.0,86.5,320.5
piccolo2d.csv,97.5,99.0,95.5,455.0,98.5,250.5,95.5,97.5,451.0
reaper3d.csv,97.5,97.5,99.0,287.5,371.5,278.5,291.5,99.0,1442.0
sblim.csv,97.5,99.0,95.5,188.0,98.5,243.5,82.5,182.0,206.0
