,sauerbraten.csv,lazarus-ccr.csv,linuxsh.csv,xuggle.csv,moviesandbox.csv,migen.csv,scite-ru.csv,vrjuggler.csv,alleg.csv,chaosrts.csv
alleg.csv,0.56,0.47,0.32,0.21,0.49,0.34,0.23,0.16,0.93,0.32
chaosrts.csv,0.76,0.62,0.29,0.24,0.71,0.62,0.48,0.29,0.76,0.99
lazarus-ccr.csv,0.77,0.96,0.42,0.27,0.73,0.45,0.35,0.18,0.6,0.82
linuxsh.csv,0.36,0.32,0.95,0.12,0.5,0.25,0.24,0.0,0.14,0.13
migen.csv,0.63,0.4,0.22,0.25,0.62,0.99,0.24,0.18,0.57,0.51
moviesandbox.csv,0.82,0.32,0.26,0.32,0.97,0.5,0.09,0.11,0.29,0.3
sauerbraten.csv,0.97,0.6,0.29,0.34,0.66,0.56,0.22,0.14,0.76,0.9
scite-ru.csv,0.1,0.38,0.0,0.13,0.2,0.46,0.86,0.26,0.14,0.82
vrjuggler.csv,0.0,0.3,0.0,0.05,0.11,0.25,0.17,0.88,0.11,0.26
xuggle.csv,0.42,0.44,0.3,0.88,0.63,0.41,0.33,0.11,0.73,0.25
