,lazarus-ccr.csv,migen.csv,mvnforum.csv,plplot.csv,lcfizvtop.csv,buddata-ebxml-registry.csv
buddata-ebxml-registry.csv,1.0,1.0,1.01,1.0,1.0,0.0
lazarus-ccr.csv,0.0,0.65,0.78,0.76,1.0,0.86
lcfizvtop.csv,0.96,0.73,0.74,0.72,0.09,0.55
migen.csv,0.67,0.06,0.68,0.96,0.92,0.82
mvnforum.csv,0.93,0.83,0.06,0.95,0.83,0.86
plplot.csv,0.87,0.68,0.67,0.1,0.68,0.89
