,lazarus-ccr.csv,migen.csv,mvnforum.csv,plplot.csv,lcfizvtop.csv,buddata-ebxml-registry.csv
buddata-ebxml-registry.csv,0.46,0.44,0.27,0.27,0.19,1.0
lazarus-ccr.csv,1.0,0.49,0.3,0.25,0.19,0.93
lcfizvtop.csv,0.33,0.48,0.38,0.5,1.0,1.0
migen.csv,0.5,1.0,0.55,0.17,0.17,1.0
mvnforum.csv,0.29,0.67,1.0,0.25,0.22,0.91
plplot.csv,0.47,0.47,0.33,1.0,0.2,0.92
