,lazarus-ccr.csv,migen.csv,mvnforum.csv,plplot.csv,lcfizvtop.csv,buddata-ebxml-registry.csv
buddata-ebxml-registry.csv,1.0,1.0,0.89,1.0,1.0,1.0
lazarus-ccr.csv,1.0,0.68,0.78,0.57,1.0,0.58
lcfizvtop.csv,0.04,0.32,0.28,0.29,0.91,0.45
migen.csv,0.46,0.94,0.33,0.05,0.09,0.18
mvnforum.csv,0.08,0.18,0.94,0.05,0.18,0.3
plplot.csv,0.88,0.62,0.78,0.9,0.55,0.52
