,lazarus-ccr.csv,migen.csv,mvnforum.csv,plplot.csv,lcfizvtop.csv,buddata-ebxml-registry.csv
buddata-ebxml-registry.csv,0.35,0.38,0.32,0.51,0.39,0.34
lazarus-ccr.csv,0.58,0.4,0.4,0.73,0.39,0.4
lcfizvtop.csv,0.67,0.65,0.85,0.75,0.8,0.5
migen.csv,0.45,0.53,0.91,0.83,0.83,0.92
mvnforum.csv,0.86,0.89,0.76,0.75,0.89,0.86
plplot.csv,0.36,0.42,0.4,0.74,0.53,0.53
