,rhex.csv,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,rezilla.csv,yield.csv,hydrogen.csv,ossbuild.csv,quarkplayer.csv,virtuoso.csv,enzo.csv,lphant.csv,autowikibrowser.csv,rocrail.csv,quickfast.csv,natpad.csv
autowikibrowser.csv,713.0,196.5,388.0,1505.0,93.5,187.0,98.5,282.5,3202.5,4296.0,197.5,98.5,270.5,280.5,196.0,98.5,196.5
dynalloy.csv,467.5,295.0,485.5,616.5,1281.5,187.0,98.5,674.0,2972.0,5522.0,98.5,98.5,366.0,477.0,196.5,96.5,196.5
enzo.csv,664.5,295.0,291.5,1690.0,197.5,187.0,98.5,578.5,3299.0,4372.0,197.5,98.5,562.0,197.5,394.0,98.5,196.5
hydrogen.csv,567.0,99.0,485.5,1776.5,198.0,0.0,197.5,279.5,4539.0,7696.5,197.5,98.5,562.0,197.5,394.0,98.5,195.5
jcae.csv,231.5,564.5,288.5,261.5,86.5,187.0,94.5,185.0,0.0,1366.0,80.5,81.5,44.5,98.5,196.0,90.5,0.0
kmatplot.csv,516.0,196.5,291.5,773.5,198.0,187.0,98.5,184.0,3268.0,505.5,197.5,0.0,369.0,98.5,394.0,96.5,196.5
lphant.csv,663.5,99.0,389.0,1505.0,99.0,187.0,197.5,385.5,3669.0,5255.0,197.5,98.5,186.0,98.5,196.0,98.5,97.5
natpad.csv,165.0,99.0,194.0,1846.0,90.5,169.0,98.5,449.0,4014.5,956.0,197.5,98.5,75.5,283.0,97.5,98.5,196.5
nosleepsoftware.csv,258.5,47.5,94.5,119.5,190.0,0.0,224.0,94.5,693.5,788.0,413.0,192.0,253.0,263.5,735.0,92.5,452.0
ossbuild.csv,380.0,99.0,485.5,78.5,1084.5,187.0,197.5,771.5,965.5,3772.5,618.5,184.0,464.5,98.5,196.0,82.5,97.5
quarkplayer.csv,450.5,647.0,95.5,1310.5,282.5,180.0,81.5,86.5,2389.5,1481.5,195.5,96.5,302.5,190.0,339.0,93.5,195.5
quickfast.csv,1085.0,650.5,193.0,1580.0,198.0,187.0,98.5,945.5,3369.5,4549.0,197.5,98.5,562.0,197.5,394.0,98.5,196.5
rezilla.csv,910.0,99.0,92.5,695.0,198.0,187.0,93.5,480.0,1964.5,3238.0,197.5,179.0,961.0,98.5,394.0,98.5,178.0
rhex.csv,381.0,731.5,189.0,1505.5,190.0,196.5,98.5,185.0,96.5,2241.5,190.0,98.5,40.5,197.5,196.0,98.5,84.5
rocrail.csv,899.0,196.5,291.5,795.0,93.5,187.0,98.5,381.0,2474.5,2356.0,197.5,98.5,464.5,379.0,196.0,98.5,196.5
virtuoso.csv,985.5,99.0,485.5,1776.5,198.0,187.0,197.5,771.5,0.0,6507.0,188.0,98.5,562.0,98.5,394.0,86.5,15.5
yield.csv,801.5,196.5,485.5,1776.5,93.5,187.0,98.5,381.0,2271.5,4509.0,197.5,98.5,366.0,281.5,196.0,98.5,196.5
