,rhex.csv,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,rezilla.csv,yield.csv,hydrogen.csv,ossbuild.csv,quarkplayer.csv,virtuoso.csv,enzo.csv,lphant.csv,autowikibrowser.csv,rocrail.csv,quickfast.csv,natpad.csv
autowikibrowser.csv,0.67,0.71,0.46,0.45,0.68,0.19,0.57,0.65,0.26,0.46,0.65,0.74,0.65,0.75,0.8,0.69,0.68
dynalloy.csv,0.44,0.49,0.76,0.46,0.0,0.0,0.73,0.45,0.68,0.62,0.45,0.46,0.58,0.54,0.45,0.58,0.64
enzo.csv,0.38,0.64,0.54,0.17,0.45,0.41,0.57,0.71,0.35,0.64,0.62,0.81,0.24,0.32,0.45,0.69,0.5
hydrogen.csv,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.58
jcae.csv,0.0,0.36,0.16,0.95,0.22,0.19,0.29,0.61,0.0,0.0,0.36,0.01,0.22,0.61,0.78,0.23,0.0
kmatplot.csv,0.0,0.81,0.41,0.68,0.09,0.57,0.53,0.54,0.42,0.0,0.05,0.0,0.69,0.48,0.24,0.18,0.71
lphant.csv,0.6,0.69,0.44,0.33,0.4,0.3,0.66,0.67,0.51,0.63,0.46,0.59,0.7,0.71,0.61,0.66,0.68
natpad.csv,0.46,0.59,0.54,0.33,0.07,0.54,0.5,0.52,0.45,0.31,0.36,0.35,0.31,0.37,0.65,0.55,0.75
nosleepsoftware.csv,0.38,0.09,0.02,0.13,0.71,0.0,0.02,0.0,0.04,0.0,0.0,0.16,0.0,0.09,0.27,0.27,0.11
ossbuild.csv,0.2,0.6,0.67,0.61,0.0,0.25,0.68,0.73,0.71,0.65,0.47,0.2,0.64,0.65,0.75,0.3,0.46
quarkplayer.csv,0.38,0.44,0.18,0.25,0.0,0.59,0.13,0.07,0.43,0.66,0.22,0.41,0.27,0.27,0.0,0.13,0.33
quickfast.csv,0.44,0.64,0.49,0.43,0.64,0.19,0.5,0.67,0.44,0.61,0.45,0.0,0.33,0.24,0.6,0.79,0.47
rezilla.csv,0.39,0.65,0.28,0.56,0.57,0.69,0.24,0.74,0.31,0.21,0.42,0.04,0.26,0.45,0.47,0.64,0.26
rhex.csv,0.87,0.43,0.22,0.25,0.69,0.13,0.28,0.55,0.0,0.11,0.35,0.49,0.06,0.42,0.44,0.44,0.06
rocrail.csv,0.6,0.72,0.64,0.52,0.57,0.36,0.62,0.8,0.27,0.48,0.66,0.29,0.44,0.71,0.8,0.62,0.65
virtuoso.csv,0.51,0.57,0.05,0.05,0.0,0.36,0.17,0.37,0.0,0.41,0.52,0.0,0.13,0.41,0.24,0.25,0.02
yield.csv,0.57,0.77,0.64,0.05,0.62,0.19,0.74,0.73,0.28,0.73,0.68,0.72,0.73,0.68,0.81,0.72,0.71
