,paintown.csv,triplea.csv,fbmanager.csv,google-caja.csv,myfaces.csv,k3b.csv,dspace-gsoc.csv,itext.csv,powerfolder.csv,smartgwt.csv,megameknet.csv,fityk.csv,ondex.csv,fleet-simulator.csv,duplicati.csv,xamj.csv
dspace-gsoc.csv,3.0,2.0,1.0,1.0,67.0,0.0,0.0,1.0,88.0,2.0,3.0,2.0,3.0,0.0,0.0,0.0
fbmanager.csv,140.0,0.0,1.0,104.0,350.0,1.0,0.0,63.0,125.0,387.0,306.0,0.0,195.0,0.0,0.0,338.0
fityk.csv,8.0,1.0,0.0,4.0,35.0,0.0,0.0,0.0,77.0,2.0,5.0,0.0,1.0,0.0,0.0,0.0
fleet-simulator.csv,10.0,0.0,6.0,0.0,8.0,0.0,3.0,6.0,74.0,2.0,4.0,1.0,2.0,0.0,1.0,0.0
google-caja.csv,0.0,1.0,0.0,0.0,42.0,0.0,0.0,2.0,78.0,1.0,2.0,0.0,0.0,0.0,1.0,22.0
itext.csv,1.0,0.0,5.0,2.0,11.0,0.0,2.0,0.0,65.0,1.0,2.0,2.0,3.0,0.0,0.0,0.0
k3b.csv,2.0,2.0,1.0,1.0,37.0,0.0,1.0,5.0,77.0,2.0,5.0,0.0,1.0,6.0,0.0,0.0
megameknet.csv,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,56.0,6.0,1.0,0.0,1.0,0.0,0.0,4.0
myfaces.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
ondex.csv,1.0,0.0,64.0,0.0,11.0,81.0,0.0,1.0,10.0,2.0,2.0,0.0,0.0,0.0,0.0,10.0
paintown.csv,0.0,2.0,1.0,1.0,37.0,0.0,0.0,5.0,76.0,2.0,5.0,0.0,2.0,2.0,0.0,0.0
powerfolder.csv,0.0,0.0,0.0,104.0,5.0,0.0,54.0,63.0,125.0,387.0,3.0,0.0,195.0,0.0,0.0,5.0
smartgwt.csv,2.0,2.0,1.0,1.0,0.0,0.0,0.0,10.0,76.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
triplea.csv,1.0,0.0,1.0,0.0,32.0,0.0,0.0,1.0,29.0,2.0,6.0,0.0,7.0,0.0,0.0,0.0
xamj.csv,1.0,2.0,0.0,1.0,4.0,0.0,0.0,2.0,27.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
