,f1,g,recall,precision,pf,wins
bdbbasic.csv,0.41,0.43,0.38,0.63,0.21,6
brlcad.csv,0.37,0.35,0.355,0.73,0.135,7
genoviz.csv,0.27,0.18,0.15,0.81,0.02,1
gnupdate.csv,0.46499999999999997,0.53,0.53,0.555,0.33,8
google-gears.csv,0.565,0.455,0.865,0.45,0.835,3
konversation.csv,0.495,0.535,0.515,0.5449999999999999,0.325,9
linux-ntfs.csv,0.475,0.505,0.52,0.475,0.345,5
linuxsh.csv,0.38,0.425,0.385,0.5449999999999999,0.165,4
modplug.csv,0.635,0.545,0.9,0.485,0.73,12
nativeclient.csv,0.615,0.665,0.75,0.505,0.475,17
ogre.csv,0.39,0.43,0.58,0.33999999999999997,0.55,0
openfrag.csv,0.54,0.505,0.8,0.515,0.54,11
projecteqemu.csv,0.49,0.565,0.625,0.6000000000000001,0.38,14
qse.csv,0.495,0.515,0.53,0.665,0.31,13
sandiaportals.csv,0.565,0.615,0.835,0.495,0.5549999999999999,15
sauerbraten.csv,0.615,0.32,0.9299999999999999,0.44999999999999996,0.86,2
turbotrader-bos.csv,0.46499999999999997,0.49,0.44,0.695,0.1,16
xapian.csv,0.575,0.535,0.72,0.535,0.595,10
