,sauerbraten.csv,brlcad.csv,linuxsh.csv,konversation.csv,gnupdate.csv,ogre.csv,bdbbasic.csv,qse.csv,turbotrader-bos.csv,projecteqemu.csv,modplug.csv,openfrag.csv,xapian.csv,google-gears.csv,linux-ntfs.csv,sandiaportals.csv,nativeclient.csv,genoviz.csv
bdbbasic.csv,0.48,0.01,0.0,0.77,0.06,0.2,0.62,0.11,0.56,0.55,0.58,0.34,0.43,0.43,0.54,0.69,0.15,0.0
brlcad.csv,0.3,0.73,0.66,0.47,0.4,0.06,0.7,0.3,0.29,0.41,0.19,0.18,0.23,0.25,0.46,0.54,0.05,0.63
genoviz.csv,0.27,0.06,0.0,0.63,0.0,0.05,0.37,0.13,0.4,0.38,0.28,0.18,0.18,0.06,0.18,0.13,0.19,0.99
gnupdate.csv,0.67,0.67,0.4,0.75,0.85,0.45,0.5,0.47,0.61,0.47,0.33,0.48,0.27,0.63,0.67,0.59,0.36,0.56
google-gears.csv,0.51,0.62,0.39,0.5,0.42,0.5,0.17,0.46,0.21,0.64,0.64,0.24,0.46,0.69,0.45,0.24,0.13,0.44
konversation.csv,0.72,0.41,0.49,0.69,0.74,0.48,0.57,0.72,0.61,0.44,0.43,0.55,0.35,0.57,0.52,0.65,0.35,0.39
linux-ntfs.csv,0.57,0.36,0.21,0.47,0.12,0.0,0.64,0.47,0.55,0.61,0.57,0.33,0.55,0.46,0.66,0.42,0.54,0.71
linuxsh.csv,0.66,0.38,0.82,0.62,0.45,0.02,0.51,0.48,0.41,0.54,0.18,0.3,0.15,0.16,0.26,0.45,0.09,0.44
modplug.csv,0.17,0.48,0.17,0.53,0.67,0.0,0.75,0.69,0.71,0.33,0.75,0.68,0.54,0.5,0.55,0.82,0.62,0.27
nativeclient.csv,0.65,0.68,0.53,0.73,0.8,0.46,0.73,0.73,0.74,0.57,0.66,0.61,0.61,0.67,0.64,0.7,0.68,0.62
ogre.csv,0.1,0.39,0.3,0.41,0.34,0.95,0.55,0.43,0.52,0.35,0.51,0.37,0.52,0.43,0.73,0.46,0.47,0.42
openfrag.csv,0.3,0.47,0.71,0.72,0.74,0.0,0.09,0.48,0.65,0.74,0.65,0.73,0.5,0.51,0.0,0.72,0.5,0.44
projecteqemu.csv,0.73,0.35,0.27,0.62,0.64,0.0,0.64,0.71,0.72,0.79,0.57,0.24,0.36,0.36,0.56,0.39,0.61,0.56
qse.csv,0.68,0.27,0.5,0.66,0.24,0.16,0.58,0.83,0.35,0.67,0.54,0.42,0.45,0.53,0.54,0.58,0.29,0.39
sandiaportals.csv,0.17,0.57,0.27,0.71,0.83,0.24,0.64,0.73,0.66,0.66,0.58,0.68,0.4,0.61,0.42,0.82,0.62,0.27
sauerbraten.csv,0.75,0.43,0.0,0.55,0.0,0.0,0.0,0.0,0.67,0.53,0.8,0.48,0.53,0.42,0.0,0.0,0.09,0.22
turbotrader-bos.csv,0.75,0.22,0.21,0.62,0.35,0.06,0.52,0.51,0.71,0.61,0.45,0.37,0.47,0.23,0.51,0.55,0.18,0.56
xapian.csv,0.48,0.3,0.52,0.64,0.48,0.0,0.67,0.67,0.54,0.59,0.68,0.56,0.71,0.3,0.64,0.43,0.53,0.47
