,sauerbraten.csv,brlcad.csv,linuxsh.csv,konversation.csv,gnupdate.csv,ogre.csv,bdbbasic.csv,qse.csv,turbotrader-bos.csv,projecteqemu.csv,modplug.csv,openfrag.csv,xapian.csv,google-gears.csv,linux-ntfs.csv,sandiaportals.csv,nativeclient.csv,genoviz.csv
bdbbasic.csv,0.44,0.01,0.0,0.83,0.05,0.17,0.58,0.09,0.58,0.58,0.56,0.3,0.38,0.38,0.58,0.72,0.12,0.0
brlcad.csv,0.95,0.77,0.64,0.42,0.35,0.05,0.74,0.26,0.25,0.36,0.16,0.15,0.19,0.21,0.42,0.49,0.04,0.6
genoviz.csv,0.23,0.05,0.0,0.58,0.0,0.04,0.32,0.11,0.35,0.33,0.24,0.15,0.15,0.05,0.15,0.11,0.16,1.0
gnupdate.csv,0.82,0.75,0.36,1.0,0.85,0.4,0.47,0.43,0.7,0.47,0.29,0.44,0.23,0.59,0.69,0.64,0.31,0.6
google-gears.csv,0.51,0.85,0.36,0.92,0.95,0.66,1.0,0.94,0.96,0.67,0.73,0.95,0.88,0.71,0.77,0.94,0.96,0.8
konversation.csv,0.77,0.37,0.45,0.67,0.75,0.42,0.53,0.77,0.65,0.42,0.38,0.53,0.31,0.56,0.5,0.64,0.31,0.4
linux-ntfs.csv,0.54,0.32,0.18,0.42,0.1,0.63,0.68,0.43,0.52,0.72,0.85,0.3,0.73,0.42,0.73,0.38,0.52,1.0
linuxsh.csv,0.77,0.34,0.82,0.58,0.4,0.02,0.47,0.43,0.37,0.5,0.15,0.26,0.12,0.13,0.23,0.4,0.07,0.4
modplug.csv,0.97,0.9,1.0,0.92,0.9,0.6,0.95,0.89,0.82,0.97,0.76,0.91,0.5,0.83,0.92,0.83,0.65,1.0
nativeclient.csv,0.69,0.8,0.55,0.83,0.85,0.45,0.79,0.77,0.82,0.86,0.62,0.67,0.58,0.73,0.88,0.7,0.67,0.8
ogre.csv,0.08,0.36,0.27,1.0,0.3,0.94,0.58,0.43,0.62,0.39,0.49,0.58,0.62,0.89,0.81,0.64,0.84,0.4
openfrag.csv,0.97,0.93,0.91,0.83,0.8,0.17,1.0,0.43,0.73,0.86,0.62,0.73,0.46,0.47,1.0,0.91,0.46,0.8
projecteqemu.csv,0.77,0.92,0.91,0.58,0.9,0.08,0.63,0.89,0.75,0.81,0.53,0.2,0.31,0.31,0.58,0.34,0.62,1.0
qse.csv,0.85,0.23,0.45,0.67,0.2,0.14,0.53,0.83,0.95,0.72,0.58,0.38,0.42,0.5,0.58,0.53,0.25,0.6
sandiaportals.csv,0.95,1.0,1.0,0.83,0.9,0.21,0.84,0.89,0.8,0.97,0.53,0.67,0.35,0.59,0.85,0.83,0.6,1.0
sauerbraten.csv,0.79,0.87,1.0,0.92,0.95,0.94,1.0,1.0,0.75,0.92,0.98,0.89,0.92,0.85,1.0,1.0,0.99,0.2
turbotrader-bos.csv,0.79,0.19,0.18,0.58,0.3,0.05,0.47,0.46,0.7,0.58,0.4,0.32,0.42,0.19,0.5,0.49,0.15,0.6
xapian.csv,0.46,0.27,0.55,0.75,0.45,0.47,0.79,0.71,0.73,0.83,0.67,0.88,0.69,0.91,0.88,0.38,0.87,0.8
