,recall,precision,pf,pci_20,ifa,wins
botsnscouts.csv,0.7,0.69,0.33,0.4,0.0,15
fbmanager.csv,0.0,0.0,0.0,0.0,89.0,0
fido.csv,0.04,0.31,0.03,0.67,2.0,4
fityk.csv,0.69,0.61,0.53,0.44,2.0,10
fleet-simulator.csv,0.88,0.51,0.81,0.39,5.0,2
freenet.csv,0.87,0.5,0.83,0.44,3.0,3
geogebra.csv,0.5,0.65,0.25,0.5,1.0,13
google-caja.csv,0.93,0.67,0.76,0.34,0.0,8
hibernate.csv,0.56,0.69,0.34,0.52,1.0,14
itext.csv,0.79,0.7,0.48,0.36,1.0,12
k3b.csv,0.83,0.62,0.68,0.39,1.0,7
megameknet.csv,0.74,0.55,0.64,0.45,1.0,6
myfaces.csv,0.51,0.74,0.25,0.51,2.0,16
onotoa.csv,0.29,0.35,0.59,0.7,2.0,1
paintown.csv,0.87,0.63,0.87,0.43,2.0,5
powerfolder.csv,0.43,0.7,0.18,0.65,1.0,17
triplea.csv,0.62,0.63,0.5,0.47,1.0,11
xamj.csv,0.72,0.58,0.52,0.43,3.0,9
