,ktc.csv,elmo.csv,neoengine.csv,zscreen.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,omseek.csv,sigil.csv,img-browse-sort.csv,doomlegacy.csv,illumination.csv,pi-qmc.csv,bibletime.csv
bibletime.csv,0.58,1.0,0.77,0.57,0.47,0.57,0.59,1.0,0.88,0.78,0.57,0.57,0.49,0.57,0.78,0.64,0.82,0.41
decidr.csv,0.73,0.56,0.62,0.87,0.86,0.97,0.35,0.98,1.0,0.9,0.72,0.69,0.92,0.95,0.75,0.83,1.0,0.83
doomlegacy.csv,0.44,1.0,0.91,0.89,0.6,0.76,0.89,0.97,0.98,0.62,0.74,0.54,0.95,0.69,0.53,0.95,1.0,0.85
elmo.csv,0.71,0.37,0.83,0.84,0.76,0.86,0.73,0.8,0.67,0.8,0.91,0.77,0.87,0.67,0.75,0.74,0.58,0.86
gpac.csv,0.79,1.0,0.92,0.96,0.79,0.79,0.97,0.42,1.0,0.97,0.95,0.8,0.97,0.87,0.84,0.94,0.98,0.82
illumination.csv,1.0,0.96,0.93,0.94,1.0,0.81,0.98,1.0,1.0,0.76,0.7,0.82,1.0,0.95,1.0,0.22,0.98,0.94
img-browse-sort.csv,0.37,0.69,0.5,0.45,0.44,0.52,0.52,0.63,0.64,0.63,0.49,0.64,0.3,0.3,0.75,0.62,0.73,0.54
ktc.csv,0.36,0.67,0.46,0.85,0.44,0.65,0.58,0.65,0.58,0.69,0.78,0.54,0.44,0.77,0.58,0.72,0.46,0.53
neoengine.csv,0.59,0.97,0.43,0.43,0.61,0.67,0.65,0.98,0.79,0.65,0.76,0.76,0.41,0.74,0.7,0.82,0.42,0.59
nicepress.csv,0.56,0.69,0.9,0.69,0.47,0.29,0.49,0.94,0.96,0.68,0.48,0.57,0.72,0.78,0.7,0.63,0.67,0.48
omseek.csv,0.71,1.0,0.87,1.0,0.81,0.92,0.83,0.98,0.9,0.79,0.76,0.39,0.46,0.65,0.97,0.83,0.82,0.79
pi-qmc.csv,0.71,1.0,0.7,0.68,0.65,0.58,0.56,1.0,0.98,0.69,0.68,0.83,0.53,0.75,0.88,0.82,0.22,0.78
rosegarden.csv,0.44,0.71,0.91,0.58,0.36,0.53,0.82,0.51,0.65,0.74,0.67,0.67,0.65,0.71,0.64,0.86,0.73,0.44
sigil.csv,0.38,0.68,0.44,0.45,0.49,0.49,0.7,0.68,0.64,1.0,0.6,0.53,0.25,0.5,0.58,0.82,0.6,0.45
smarttag.csv,0.66,0.61,0.96,0.78,0.56,0.52,0.61,0.7,0.6,0.56,0.61,0.65,0.51,0.7,0.74,0.63,0.26,0.55
sylpheed-claws.csv,0.88,1.0,0.78,1.0,0.93,1.0,0.83,0.56,0.41,0.93,1.0,0.99,0.95,0.98,1.0,0.97,0.98,1.0
xemeiah.csv,0.49,0.82,0.74,0.59,0.48,0.6,0.88,0.61,0.73,0.81,0.35,0.66,0.41,0.79,0.71,0.9,0.37,0.53
zscreen.csv,0.69,0.81,0.75,0.43,0.65,0.84,0.71,0.9,0.8,0.72,0.65,0.59,0.44,0.83,0.84,0.89,0.78,0.93
