,ktc.csv,elmo.csv,neoengine.csv,zscreen.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,omseek.csv,sigil.csv,img-browse-sort.csv,doomlegacy.csv,illumination.csv,pi-qmc.csv,bibletime.csv
bibletime.csv,0.52,0.13,0.55,0.63,0.54,0.5,0.67,0.7,0.67,0.27,0.58,0.26,0.72,0.49,0.74,0.39,0.42,0.8
decidr.csv,0.4,0.18,0.57,0.7,0.37,0.51,0.77,0.7,0.65,0.42,0.69,0.24,0.72,0.42,0.69,0.29,0.42,0.77
doomlegacy.csv,0.63,0.0,0.54,0.19,0.47,0.33,0.55,0.07,0.03,0.42,0.38,0.28,0.75,0.42,0.75,0.07,0.44,0.26
elmo.csv,0.4,0.27,0.27,0.35,0.29,0.23,0.41,0.35,0.46,0.27,0.16,0.22,0.24,0.35,0.65,0.27,0.45,0.26
gpac.csv,0.31,0.13,0.55,0.78,0.29,0.49,0.71,0.71,0.65,0.42,0.62,0.2,0.73,0.41,0.6,0.36,0.44,0.79
illumination.csv,0.0,0.11,0.12,0.58,0.0,0.5,0.05,0.0,0.0,0.37,0.6,0.12,0.74,0.42,0.0,0.72,0.44,0.85
img-browse-sort.csv,0.7,0.13,0.59,0.69,0.59,0.55,0.64,0.51,0.49,0.4,0.62,0.26,0.8,0.67,0.39,0.35,0.4,0.65
ktc.csv,0.7,0.15,0.61,0.25,0.57,0.45,0.57,0.6,0.56,0.34,0.35,0.28,0.69,0.44,0.65,0.28,0.63,0.66
neoengine.csv,0.52,0.13,0.63,0.78,0.42,0.54,0.73,0.71,0.68,0.45,0.36,0.23,0.73,0.45,0.77,0.32,0.6,0.86
nicepress.csv,0.56,0.18,0.56,0.51,0.55,0.73,0.73,0.66,0.65,0.36,0.63,0.28,0.71,0.34,0.46,0.34,0.44,0.69
omseek.csv,0.43,0.0,0.23,0.0,0.31,0.14,0.28,0.03,0.17,0.26,0.36,0.4,0.67,0.39,0.05,0.25,0.31,0.36
pi-qmc.csv,0.41,0.13,0.55,0.7,0.39,0.49,0.61,0.66,0.65,0.34,0.46,0.19,0.63,0.42,0.69,0.34,0.75,0.59
rosegarden.csv,0.69,0.13,0.56,0.58,0.63,0.53,0.63,0.65,0.48,0.32,0.47,0.25,0.77,0.49,0.82,0.17,0.47,0.77
sigil.csv,0.7,0.14,0.62,0.69,0.52,0.56,0.65,0.47,0.5,0.42,0.64,0.27,0.84,0.5,0.6,0.2,0.49,0.76
smarttag.csv,0.56,0.15,0.53,0.57,0.48,0.54,0.56,0.62,0.55,0.44,0.59,0.21,0.64,0.37,0.83,0.38,0.74,0.75
sylpheed-claws.csv,0.59,0.13,0.55,0.73,0.43,0.51,0.71,0.68,0.7,0.41,0.63,0.2,0.75,0.39,0.84,0.35,0.43,0.9
xemeiah.csv,0.6,0.12,0.56,0.58,0.52,0.58,0.71,0.69,0.68,0.42,0.75,0.26,0.76,0.44,0.46,0.12,0.62,0.64
zscreen.csv,0.55,0.14,0.53,0.72,0.47,0.47,0.64,0.68,0.55,0.32,0.67,0.24,0.71,0.4,0.64,0.19,0.31,0.86
