,n2cms.csv,nug.csv,codeblocks.csv,bulmages.csv,uclmda.csv,dataobjectsdotnet.csv
bulmages.csv,0.6,0.36,0.0,0.33,0.33,0.33
codeblocks.csv,0.57,0.35,0.82,0.24,0.98,0.49
dataobjectsdotnet.csv,0.39,0.24,0.83,0.28,0.96,0.59
n2cms.csv,0.6,0.22,0.92,0.27,0.95,0.43
nug.csv,0.36,0.52,0.7,0.19,0.99,0.43
uclmda.csv,0.0,0.0,0.78,0.14,1.0,0.36
