,n2cms.csv,nug.csv,codeblocks.csv,bulmages.csv,uclmda.csv,dataobjectsdotnet.csv
bulmages.csv,97.5,93.5,0.0,1018.0,61.5,383.0
codeblocks.csv,86.5,285.5,96.5,1321.5,99.0,99.0
dataobjectsdotnet.csv,385.5,374.0,98.5,1131.5,99.0,99.0
n2cms.csv,94.5,529.0,98.5,1310.5,99.0,99.0
nug.csv,196.5,191.0,96.5,1295.5,98.5,99.0
uclmda.csv,69.0,0.0,92.5,432.5,99.0,99.0
