,n2cms.csv,nug.csv,codeblocks.csv,bulmages.csv,uclmda.csv,dataobjectsdotnet.csv
bulmages.csv,0.23,0.33,0.0,0.67,0.01,0.12
codeblocks.csv,0.1,0.61,0.7,0.59,0.62,0.64
dataobjectsdotnet.csv,0.49,0.22,0.61,0.66,0.49,0.61
n2cms.csv,0.72,0.36,0.37,0.67,0.39,0.54
nug.csv,0.51,0.78,0.14,0.5,0.57,0.53
uclmda.csv,0.0,0.0,0.35,0.06,0.99,0.14
